stn,n_obs,mean_ra_arcsec,mean_dec_arcsec,std_ra_arcsec,std_dec_arcsec,sem_ra_arcsec,sem_dec_arcsec,snr_ra,snr_dec,mean_at_arcsec,mean_ct_arcsec,std_at_arcsec,std_ct_arcsec,sem_at_arcsec,sem_ct_arcsec,snr_at,snr_ct,mean_speed_arcsec_per_day,detected_ra,detected_dec,detected_at,detected_ct,at_better_than_ra,ct_better_than_dec,at_gains_detection,at_loses_detection,ct_gains_detection,ct_loses_detection,scenario,target_station,applied_bias,is_target,corrected_snr_at,corrected_snr_ct,corrected_detected_at,corrected_detected_ct
F52,4341,-0.017967238532523102,0.007744509390617004,0.577027595552149,0.5113838263678034,0.008757934448796731,0.007761614979988096,2.0515383664457154,0.9977961301333298,0.4434409682758527,-0.10163245250233163,0.48424112087184307,0.39160049997037566,0.007349651951999546,0.00594358317573154,60.33496159708763,17.0995255719329,1693.4827970935396,False,False,True,True,True,True,True,False,True,False,AA00_mag_dep,AA00,mag_dep,False,-1.4958396378269365,-0.1907300537079854,False,False
G96,11605,0.1219922553484476,-0.005257720073833016,0.6466840679129416,0.5644598816788475,0.006003017219912153,0.005239749296133676,20.32182332307766,1.0034297018203906,0.4972609538154173,-0.08024545135799724,0.5954544611893072,0.37872234256524123,0.005527464741367552,0.003515591085028361,89.96184997688286,22.82559302750931,1803.8542853042895,True,False,True,True,True,True,False,False,True,False,AA00_mag_dep,AA00,mag_dep,False,0.09566096488705023,0.2344992371385807,False,False
T09,9,-0.23898510045092924,0.22887912727682647,0.1949285482694095,0.3552288658691421,0.06497618275646984,0.1184096219563807,3.6780415578834984,1.932943653524543,0.3025926191929982,-0.13366533781222711,0.18756234460994464,0.35928362411439596,0.06252078153664821,0.11976120803813199,4.839872627241959,1.1160987769066928,901.1708485849505,True,False,True,False,True,False,False,False,False,False,AA00_mag_dep,AA00,mag_dep,False,0.0,0.0,False,False
V00,455,0.19938362575491825,0.01846328390851481,0.7179824928588618,0.4263907156572441,0.03365953843394811,0.019989505070515598,5.923540102790752,0.9236488769173201,0.5179635727122802,-0.07767549094690693,0.5426424319157086,0.41000750958007176,0.025439469589613437,0.019221448523022207,20.360627838080287,4.041084148984519,1738.280348206385,True,False,True,True,True,True,False,False,True,False,AA00_mag_dep,AA00,mag_dep,False,0.1810172142528911,0.20231244261019013,False,False
W68,12957,0.18336325550264035,-0.02072275536616461,1.1367250594996572,0.8206782180174497,0.00998626772216692,0.007209757830517499,18.361540127311184,2.874265107553159,0.659435256725502,0.19219900781095095,1.064800032437403,0.6277578370921167,0.00935439762291537,0.0055149288506489685,70.49467889948255,34.8506776816049,20366.87226506025,True,False,True,True,True,True,False,False,True,False,AA00_mag_dep,AA00,mag_dep,False,-0.5139891180334171,-0.7303703345974266,False,False
W84,137,-0.20915193831416398,0.04086579465520967,0.4902092948882957,0.27683998615576544,0.04188140649717492,0.02365203621343803,4.993909130732564,1.7277918182786964,0.42664138065744006,0.08517725885652216,0.3324048738509765,0.2480548813725997,0.028399264943695567,0.021192758743470326,15.022972654514122,4.019168051104532,1288.9081084365298,True,False,True,True,True,True,False,False,True,False,AA00_mag_dep,AA00,mag_dep,False,-0.06201373154549619,0.046930737683353145,False,False
691,1893,-0.04988200011261019,-0.020610784487080307,0.664094918440632,0.503597821380411,0.015263525272687092,0.011574667807968219,3.2680523811802638,1.7806804332554111,0.3587549454294233,0.020006433376131914,0.5817399128347932,0.47942847249935217,0.013370681833456076,0.011019160670017708,26.831462291754477,1.8156041077219145,1519.620772395072,True,False,True,False,True,True,False,False,False,False,AA00_seasonal,AA00,seasonal,False,0.043412746891513226,0.23823720704153675,False,False
703,31422,0.2749718612615412,-0.011416780478967888,0.8785575645925242,0.7166482059016795,0.004956251205991373,0.0040428637552271515,55.47980718353036,2.8239340156360098,0.6423613344493456,-0.15153689700584372,0.7561425797117531,0.5948389228185623,0.004265665362901929,0.0033556948883110165,150.58877802180612,45.158127317741645,2542.8973816739726,True,False,True,True,True,True,False,False,True,False,AA00_seasonal,AA00,seasonal,False,3.4660268879512968,-0.33892113261557544,True,False
F51,7557,-0.0047902352154609185,-0.018110777776625123,0.6364564745124615,0.4945203343475695,0.007321397687104518,0.005688652998450343,0.6542787894035805,3.183667167176257,0.4017646330000588,-0.06662613582022925,0.5238258239084735,0.4571475998212976,0.006025765043158543,0.005258740407285304,66.67446044153502,12.669599687394221,1799.3189798139633,False,True,True,True,True,True,True,False,False,False,AA00_seasonal,AA00,seasonal,True,-0.8163042643924558,-4.837158814231762,False,True
F52,4365,-0.022905861700482314,0.026747828058033763,0.7144949847038409,0.5317459994744689,0.010814515331169337,0.008048447346328438,2.118066413430807,3.3233525557243855,0.44015377288497104,-0.10669859189090217,0.6525820272277676,0.4043106006650456,0.009877407804654561,0.006119599553604697,44.56166856627667,17.435551289961822,1906.940637333893,False,True,True,True,True,True,True,False,False,False,AA00_seasonal,AA00,seasonal,False,-1.5517035939020691,-0.7772429215627348,False,False
G96,11617,0.1160874158719574,0.002364715844922933,0.6532111376612183,0.5404288626944264,0.00606047391679258,0.005014083253338722,19.154841265845267,0.47161479485773244,0.49253683459518693,-0.08020075777568758,0.5786622218987376,0.38514294297428386,0.005368811246861185,0.0035733450113689933,91.74038943595625,22.444168564893673,1802.8287117442244,True,False,True,True,True,True,False,False,True,False,AA00_seasonal,AA00,seasonal,False,-0.5154851440063789,0.24149930334414585,False,False
T09,9,-0.23898510045092924,0.22887912727682647,0.1949285482694095,0.3552288658691421,0.06497618275646984,0.1184096219563807,3.6780415578834984,1.932943653524543,0.3025926191929982,-0.13366533781222711,0.18756234460994464,0.35928362411439596,0.06252078153664821,0.11976120803813199,4.839872627241959,1.1160987769066928,901.1708485849505,True,False,True,False,True,False,False,False,False,False,AA00_seasonal,AA00,seasonal,False,0.0,0.0,False,False
V00,459,0.20599191293525776,0.023695640281157334,0.7064900598433174,0.4295879794567504,0.03297613201207847,0.020051449732370715,6.24669724332154,1.181741998579958,0.5003534380434662,-0.08209609528009888,0.5525887600252242,0.40466412409151964,0.025792634510701823,0.018888103789533137,19.39908223938352,4.346444523753227,1726.9049535973586,True,False,True,True,True,True,False,False,True,False,AA00_seasonal,AA00,seasonal,False,-0.30650265856160713,0.0399694138731846,False,False
W68,12957,0.19413504455668004,-0.007465482994997113,1.118284441315128,0.8130316783622934,0.009824264651491214,0.007142582050845529,19.760771054474034,1.0452078732666934,0.6710973983191245,0.1922395198503113,1.0513504569291945,0.5971804715145923,0.009236241468397594,0.005246302979912789,72.6591439402411,36.642855089834505,20366.87226506025,True,False,True,True,True,True,False,False,True,False,AA00_seasonal,AA00,seasonal,False,0.37371230933409055,-0.7433303591488212,False,False
W84,137,-0.17277196407104606,-0.05596465644609966,0.5229593292902088,0.3748938636370599,0.04467943076535111,0.03202934432293453,3.866924020997839,1.74729322841699,0.3634002748616224,0.17727970140142893,0.42501258933561514,0.3192662049232161,0.03631127603249117,0.027276752702631833,10.007918051033332,6.499296427771766,1288.9081084365298,True,False,True,True,True,True,False,False,True,False,AA00_seasonal,AA00,seasonal,False,-1.4265632201808343,2.7114222496128995,False,False
691,1893,-0.05263406372553157,-0.02099932724947207,0.6589340700291785,0.5063166974446489,0.015144908584064184,0.011637158323054895,3.4753635806632945,1.80450644964324,0.3659583411608911,0.020747263594943638,0.5688550888459002,0.485404326649409,0.013074537666218067,0.011156509410856537,27.990155407670944,1.8596554559219232,1519.620772395072,True,False,True,False,True,True,False,False,False,False,AA00_step,AA00,step,False,0.4252581046392655,0.2841278160490063,False,False
703,31422,0.2667518864592908,-0.006685590243069526,0.8805645380794093,0.7073473343513661,0.00496757324698863,0.00399039427833022,53.69863174559072,1.6754209676410998,0.637926346125132,-0.15400205000992534,0.7616174878924047,0.5798242238307744,0.004296551239214008,0.0032709917078195525,148.47404595175536,47.08114962253552,2542.8973816739726,True,False,True,True,True,True,False,False,True,False,AA00_step,AA00,step,False,2.7168931410792236,-0.8768414589597253,False,False
F51,7557,0.07781535824021335,-0.07257461573084853,0.6192067797409598,0.487795673936841,0.007122967974373458,0.005611296705994704,10.924569437932655,12.93366213433609,0.3841335537637392,-0.015776317989624002,0.5265010983214985,0.45509337987265125,0.006056539728756478,0.005235109944271562,63.424590767541964,3.0135600126004984,1799.3189798139633,True,True,True,True,True,False,False,False,False,False,AA00_step,AA00,step,True,-2.948527998890032,2.2172614900595793,False,False
F52,4365,-0.04391525267711573,0.012050463341317185,0.7701273309585847,0.5207600274189275,0.011656560236117448,0.007882164915008509,3.7674281080833643,1.5288265941215944,0.4627578046831623,-0.1016444414986365,0.6889270792288188,0.4089168782706644,0.010427522403766038,0.006189319650809067,44.37850016184393,16.422554857923608,1906.940637333893,True,False,True,True,True,True,False,False,True,False,AA00_step,AA00,step,False,0.08631067365242359,-0.18827519103644447,False,False
G96,11617,0.11368218559677788,-0.0012213351219333133,0.6483226520018465,0.5626143609097053,0.006015118689174579,0.005219919659842984,18.89940855221559,0.23397584666466903,0.4994031945007961,-0.08336901017746089,0.5935515555834932,0.375638074712677,0.0055069540512811595,0.00348515912037475,90.68591999321531,23.921148876696464,1802.8287117442244,True,False,True,True,True,True,False,False,True,False,AA00_step,AA00,step,False,0.37015709962829224,-0.39576643411246465,False,False
