fake_code,real_code,bias_type,bias_params,injected_ra_arcsec,injected_dec_arcsec,recovered_mean_ra_arcsec,recovered_mean_dec_arcsec,recovered_rms_ra_arcsec,recovered_rms_dec_arcsec,n_obs,n_objects,recovery_error_ra,recovery_error_dec,detection_snr_ra,detection_snr_dec,detected_ra,detected_dec,scenario,target_station,applied_bias,is_target
AA00,F51,,{},0.0,0.0,0.0279463965952369,6.300238394106204e-05,0.2870559242674241,0.1953455775246463,11792,100,-0.0279463965952369,-6.300238394106204e-05,0.0,0.0,True,True,AA02_timing,AA02,timing,False
AA01,G96,,{},0.0,0.0,0.0695197070574999,0.0064655446581855,0.3287801176354328,0.197782031237981,14710,100,-0.0695197070574999,-0.0064655446581855,0.0,0.0,True,True,AA02_timing,AA02,timing,False
AA02,F52,TimingBias,{'delta_t_sec': 1.0},0.0114335311763947,0.0,-0.0058351874123703,0.0005062424051965,0.2987689749845339,0.1930986929718322,6019,100,0.017268718588765,-0.0005062424051965,2.968978515155197,0.0,True,True,AA02_timing,AA02,timing,True
AA03,703,,{},0.0,0.0,0.1049230000889099,0.0142053333089406,0.4983462266605256,0.3861101455362884,11201,92,-0.1049230000889099,-0.0142053333089406,0.0,0.0,False,True,AA02_timing,AA02,timing,False
AA04,691,,{},0.0,0.0,0.1360059931956537,0.0038226651414349,0.4561972254101225,0.3722605134405561,3214,97,-0.1360059931956537,-0.0038226651414349,0.0,0.0,False,True,AA02_timing,AA02,timing,False
AA05,W84,,{},0.0,0.0,0.005206748427163,0.0284524444046145,0.2962426044651785,0.2481368578861283,354,31,-0.005206748427163,-0.0284524444046145,0.0,0.0,True,True,AA02_timing,AA02,timing,False
AA06,W68,,{},0.0,0.0,-0.0506454141988641,-0.0066616363888503,0.3832206459288997,0.4038707609915386,4780,57,0.0506454141988641,0.0066616363888503,0.0,0.0,True,True,AA02_timing,AA02,timing,False
AA07,T09,,{},0.0,0.0,0.1868535955611637,0.0352610927680456,0.3554995762704528,0.2588344470953251,76,9,-0.1868535955611637,-0.0352610927680456,0.0,0.0,False,True,AA02_timing,AA02,timing,False
AA08,V00,,{},0.0,0.0,0.0624706841712999,0.0299944950087487,0.4974021521579211,0.3755288133906201,470,66,-0.0624706841712999,-0.0299944950087487,0.0,0.0,True,True,AA02_timing,AA02,timing,False
AA00,F51,,{},0.0,0.0,0.0165802108941206,-0.0022112687073068,0.2861465537049634,0.19350919500413,11792,100,-0.0165802108941206,0.0022112687073068,0.0,0.0,True,True,AA02_mag_dep,AA02,mag_dep,False
