obs_code,program_code,band,astcat,n_objects,n_obs,bias_ra_arcsec,bias_ra_ci_low,bias_ra_ci_high,bias_dec_arcsec,bias_dec_ci_low,bias_dec_ci_high,bias_at_arcsec,bias_at_ci_low,bias_at_ci_high,bias_ct_arcsec,bias_ct_ci_low,bias_ct_ci_high,bias_ra_median_arcsec,bias_ra_median_ci_low,bias_ra_median_ci_high,bias_dec_median_arcsec,bias_dec_median_ci_low,bias_dec_median_ci_high,bias_at_median_arcsec,bias_at_median_ci_low,bias_at_median_ci_high,bias_ct_median_arcsec,bias_ct_median_ci_low,bias_ct_median_ci_high,rms_ra_arcsec,rms_ra_ci_low,rms_ra_ci_high,rms_dec_arcsec,rms_dec_ci_low,rms_dec_ci_high,rms_at_arcsec,rms_at_ci_low,rms_at_ci_high,rms_ct_arcsec,rms_ct_ci_low,rms_ct_ci_high,sem_ra_arcsec,sem_dec_arcsec,sem_at_arcsec,sem_ct_arcsec,resid_var_ra,resid_var_dec,resid_cov_ra_dec,resid_cov_n,resid_var_at,resid_var_ct,resid_cov_at_ct,chi2_per_obs,bias_significant,confidence_score,high_confidence,sigma_model_source,obs_epoch_start,obs_epoch_end
006,,,,85,890,-0.11468076045692387,-0.18821869936258925,-0.04875479706100214,0.042093292991133464,-0.024455657767608666,0.11764838790631897,0.09706568263490868,0.020253184994872185,0.18111809528970496,-0.0360181052588114,-0.09207035320928524,0.017658529332447426,-0.10846463521644813,-0.1293032506966184,-0.05259132187275558,0.013822250767958622,-0.032967857621000816,0.08171618764444555,0.029233723079097593,-0.013203390814707908,0.11415782022009519,0.0006740478106813437,-0.049179346188112184,0.018918988634649397,0.437097978074071,0.38907745693695367,0.49573883818576925,0.4144342674571121,0.3637008927211006,0.46794614801174184,0.43490350820647616,0.37664488334718305,0.5010921539015591,0.41506477602709296,0.36993650687485813,0.4633843465263995,0.03463238821993952,0.03632912660233779,0.039781803374165266,0.02899855388643514,0.2188246267824365,0.19370294086209644,-0.008969218204203747,890.0,0.21085321323932157,0.1985898930650574,0.018908266150791823,3.4535869288013172,True,0.9333350252777548,True,0.0,56216.86242,57732.87501
006,,R,,80,863,-0.12605544260336873,-0.20001273909987763,-0.05946002575110277,0.04730589223642254,-0.026778707765051524,0.12226958329828815,0.10647643220065797,0.03192142620150944,0.1919148687630638,-0.044840817783932944,-0.1099861352175846,0.012379848292587212,-0.11220950285785421,-0.13299874835779119,-0.06094699078430835,0.011707225610083813,-0.03656319184757173,0.0816037143075281,0.06543397846123623,-0.0011085559935082446,0.11732247655424588,-0.004866618526918952,-0.05734007411736648,0.019357546879924723,0.44362719209788193,0.38518262579147955,0.5030275317222113,0.4151169463462712,0.3614941489314052,0.4721675280140681,0.4392506704158848,0.37945454477116397,0.5048833294238148,0.41693579592091695,0.3704370303498235,0.4700835527382285,0.03645985965073133,0.038133991645730336,0.0417651949129426,0.030828161127814346,0.22130686166077396,0.19472849516548127,-0.009282771925351797,863.0,0.21380204833506047,0.19909464809494173,0.019322083186407983,3.563118084615771,True,0.9320869078961257,True,0.0,56413.87771,57732.87501
010,,,,37,184,0.20403633217164568,-0.3167282693683713,0.7325517003742272,-0.32657814434023436,-0.9047899418010257,0.23791727934972842,-0.040908589013690426,-0.5819225016884085,0.5317935726431279,0.4387698360980304,-0.028113871465124785,0.9739063087747466,0.1578975364063035,-0.32763237564390096,0.9384429707187448,-0.15924875267430139,-0.5697187498405754,0.4998065310962474,-0.15485944818583738,-0.5346520270668282,0.2928899914686007,0.21750494726830583,-0.15732119373256706,0.6758014740078581,1.9018010321364498,1.5135763748404683,2.347210365002738,1.9337041528575052,1.5683470072310253,2.3605114033624406,2.0112280874818533,1.608112115937264,2.473323873031765,1.8479674857010706,1.4813959333078421,2.236839803413757,0.2633879242113673,0.2891688359377427,0.2918882317681257,0.25211435575826197,5.606052564942723,4.54898053795162,1.3468821553442165,184.0,5.8092693351481595,4.340823200596099,-0.05890391248845748,10.592400114595643,False,0.776342859648964,True,0.0,44841.87799,50315.05434
010,,B,,25,30,0.27365672071726804,-0.22543670081436,0.7465688321511329,0.07881941024778172,-0.5049249252209216,0.6625557324691981,-0.022515153981352887,-0.5335349036566472,0.481927542391048,-0.0954730190641887,-0.695372942645266,0.513743137610252,0.31926252827444174,-0.5460503915516034,0.9081489002978035,0.17682721342211494,-0.5716855922942798,1.0403323496122496,0.012068080352359178,-0.5958466109815176,0.6563332113259852,-0.1475735964152669,-1.015915621087262,0.6843694958983769,1.1686885160593599,0.9242935920615276,1.4294846775508516,1.3426014618847983,1.0145270314818111,1.7282291664401976,1.192500924429512,0.9081221540326048,1.502688476805453,1.2076503070899267,0.8497202490846042,1.5974619914616133,0.25161587222265014,0.31325685539584575,0.27067346129948466,0.30151827891375266,1.871193511038028,2.509906991532071,0.23343057448810473,30.0,2.1111378287117266,2.299327027351552,-0.24609090222064575,4.467479202488423,False,0.17587571649340702,False,0.0,44841.87799,50313.00625
012,,,,101,658,-0.0635083913757605,-0.1410842556980801,0.01117295827335689,-0.02059539620620271,-0.0874488188567274,0.04541090932530655,0.060820618200212916,-0.013178820213687789,0.14075141953043138,0.011871452929182852,-0.05064715979787944,0.07100677533259116,-0.04324102000350799,-0.08810307711162352,0.0060878747327028915,0.0025127057536370296,-0.0631286387772434,0.04221560329895624,-0.0043959842154601345,-0.07109185433731562,0.06657983301565212,0.034034192407604386,-0.04600445549153397,0.09060965691321278,0.540131347072497,0.48000063106444557,0.6030572146648047,0.4647773715882761,0.4168308300898196,0.5195195166775558,0.5424556697843059,0.48706264350438,0.6024993259238165,0.4626069619904871,0.4102793894252019,0.515999039037693,0.03863086744950202,0.03343213624908947,0.03923019514823883,0.03102023147296358,0.3620439186574101,0.26256791948012065,-0.009257816757963857,658.0,0.35766021865015774,0.2659558518977946,0.005576862157616037,31.263904171345327,False,0.9411278695643155,True,0.0,48180.93368,56721.90888
012,,R,,71,429,-0.02524865396261329,-0.11620126989686938,0.07325888745870796,-0.016475736618579942,-0.08659458050694344,0.05222578614479664,0.030334414407571075,-0.05371913112734367,0.1205098089945028,-0.004248627116343455,-0.08852220511997565,0.06499150971326798,-0.020881015787918254,-0.08639751831592467,0.03029643490215788,0.0025127057536370296,-0.1362012588622008,0.045820837914334334,-0.017842780938261436,-0.09822105943785937,0.16718229547173813,0.03024972600452227,-0.042223719511737416,0.09544066257819626,0.5239629477258346,0.45221440237100463,0.5996949598285478,0.43890362691135365,0.38843827395062414,0.4909540204371935,0.5197885690073452,0.45771918012608387,0.5897429195668943,0.4487268667574836,0.3891487304035297,0.5141613223407029,0.04853080481086933,0.036629635563370566,0.04469520077411814,0.040239197961386676,0.32203117267451314,0.25206552007116667,0.008232469232428236,429.0,0.32914741575251877,0.24274916097376503,0.02627619368985867,45.498224924328404,False,0.927648038869647,True,0.0,51781.98711,56721.90888
012,,V,,34,217,-0.07614878573012279,-0.19730018285434506,0.03511621259107795,0.051716449761538184,-0.07055214185563745,0.18086445370782386,0.02896816562090806,-0.08890742854263663,0.16685600545827323,-0.011314035333002357,-0.11553873321213637,0.08939624900351396,-0.04040874500430471,-0.13983446927623325,0.04311989396480005,0.014834325743890986,-0.04645636996254199,0.14328932037059872,0.0018285689582650986,-0.1302547292555849,0.04887757407539716,0.03506231130328713,-0.08849594114055591,0.0960330522154279,0.5909732851050385,0.4832587164733033,0.7137867808384548,0.4646631601164176,0.3753561661409052,0.5626745175128847,0.5232779056094757,0.42211741335049274,0.6370492768349373,0.5140119837436401,0.4111141102732536,0.6381515702760716,0.05956496252690263,0.06371015197379638,0.06780051686586577,0.053113911772250534,0.442768916839848,0.22917274366646065,-0.06579065498796877,217.0,0.35835403463355064,0.31408880936045086,-0.0309654607302413,2.392151324663333,False,0.8300137270446948,True,0.0,51252.90676,54862.04362
017,,,,4,24,0.19782444033856456,-0.07089909790103563,0.3769559722684337,-0.7020156041683495,-0.9475450386807971,-0.5082341148306208,-0.21557432668122525,-0.7974847383223482,0.44797916742787536,-0.24093901421872488,-0.5566903382237626,0.1966082608377434,0.29187595657994647,-0.20749062198666116,0.4150364701810265,-0.6502676589936307,-1.049183252817798,-0.45834384586833876,-0.29721740914920286,-0.9846835363663727,0.7168210479398774,-0.36680334188745856,-0.6475654597746114,0.4174160866746291,0.48218292937418217,0.2604933455385187,0.8115464208601203,0.8693628602513142,0.632420031723503,1.1063056887791252,0.627745031184737,0.403814752498345,0.8538570943324953,0.6925097287958525,0.36727742406407055,1.1875558430766564,0.13951423177491107,0.12428919813793253,0.3513952908625552,0.23274930464518015,0.11966281337527773,0.215915067900761,-0.10877271123726974,24.0,0.15692129438346547,0.28329149786314906,0.07375973437748982,1.9471399090418546,True,0.08422323659522488,False,0.0,51080.88463,53142.97298
024,,,,16,48,-0.043961690790556805,-0.17656942751122925,0.07202973919895823,-0.037461095169915026,-0.15919294040054377,0.08583791420204961,-0.030684410438720645,-0.12110721830370316,0.06652147793509441,0.05564927392659009,-0.06646188729694706,0.19001217056793554,-0.04001137223479728,-0.1682328550287131,0.1666931883973188,-0.03922561532014868,-0.19844312429029287,0.04320001474816593,-0.03055027978644875,-0.19847986539983667,0.06556077311416167,0.027094231357226654,-0.09437394469049303,0.17563137453165112,0.31206154296664124,0.23059151017297586,0.41814481077947724,0.3006615144539831,0.23198613900496318,0.37386881218452367,0.3258478402928256,0.25911477238514574,0.3959845159330748,0.2909341141955634,0.21211205361369811,0.38115546871110617,0.06673041530374235,0.06551593707487567,0.04974100623392109,0.06871373363382045,0.12113201295058025,0.11629580977895441,-0.05048552655755956,48.0,0.12414596665063314,0.11179567704058758,0.0025943643095000524,1.503594571278244,False,0.3673529211248105,False,0.0,53748.80834,54386.8737
024,,R,,14,36,0.03407494214161189,-0.08789856384482717,0.1757824754755993,-0.13199358332471434,-0.25260841725932287,-0.02468776093565601,-0.0165759948329523,-0.12753892659409766,0.0978720665485066,0.1275120762405437,-0.0014814910743887956,0.2852069106595957,-0.0013574272220576201,-0.166834063440513,0.15874971295231544,-0.06185124394519903,-0.30887906284959854,0.029032917723270657,-0.03222748862943367,-0.20190706546867399,0.1865072610184245,0.08972990216314791,-0.06465183122804488,0.25656128908974674,0.27957029281980644,0.19330627774577241,0.3817758337016695,0.2909128257949033,0.21358839015793737,0.3698166617393937,0.3006970641735253,0.232460771185774,0.37721140480430476,0.26663270365600494,0.182013997067148,0.3826055559318427,0.07208027464500276,0.06091036340781167,0.057576789546223,0.07768982831573641,0.08204634205285481,0.09160731038155231,-0.03214218341790196,36.0,0.11501988177742367,0.06262299216452272,-0.009141862795102495,1.3283192298221442,True,0.25355208868337187,False,0.0,53748.80834,54386.8737
