obs_code,n_objects,n_obs,bias_ra_arcsec,bias_ra_ci_low,bias_ra_ci_high,bias_dec_arcsec,bias_dec_ci_low,bias_dec_ci_high,bias_ra_median_arcsec,bias_ra_median_ci_low,bias_ra_median_ci_high,bias_dec_median_arcsec,bias_dec_median_ci_low,bias_dec_median_ci_high,rms_ra_arcsec,rms_ra_ci_low,rms_ra_ci_high,rms_dec_arcsec,rms_dec_ci_low,rms_dec_ci_high,sem_ra_arcsec,sem_dec_arcsec,chi2_per_obs,bias_significant,sigma_model_source,obs_epoch_start,obs_epoch_end
073,72,724,-0.05335153618774659,-0.11480101433281778,0.009987814527852254,0.02015365740425355,-0.055127898874671726,0.08873567562571612,-0.043241523998471684,-0.08927527383357867,0.001614493951455802,0.015900877587022855,-0.02626407225372012,0.052216730603404926,0.37025389315151447,0.3188186040072496,0.4256772104689665,0.4082569626654176,0.35146197671834023,0.47198448075902255,0.03277965230896616,0.03698343549053,6.747072074968758,False,,,
084,326,6454,-0.031213293366534826,-0.06060924950862926,-0.0010575157525088892,0.11933550116863566,0.0926295121946413,0.14854423523331084,-0.043773500821031555,-0.05942068130401936,-0.020819806402750867,0.09891276697440296,0.0691863549262033,0.12524024472837172,0.388250644017641,0.368777150081346,0.4092531799185232,0.38106395361803336,0.3628018298030902,0.40072994119470884,0.015287864424357195,0.014450653554775397,1.6613793025353327,True,,,
088,45,657,0.0812059426404739,0.013453528875766275,0.15240315466906507,-0.010609552941266392,-0.10321536925225122,0.07599259382387462,0.05560460580777197,-0.0016082021242382596,0.0879166696197293,0.02209111235487171,-0.037364751710811106,0.07376300472667907,0.3476392424511221,0.296478197539494,0.4035176177365894,0.3851370989354518,0.3195885727502534,0.4577434040389635,0.0351506324687864,0.04723465542738475,16.47110048301387,True,,,
089,253,6899,0.0054044526137698515,-0.013653592094370679,0.02532171805748257,0.05185726921302062,0.02620295743175395,0.0781891173890278,0.010028515355548549,-0.005568940678350388,0.02361508164566619,0.03661880438503573,0.013868103945924304,0.06127135769530337,0.24712535436635338,0.23334356497341277,0.26227732122471265,0.30164973144245016,0.28499937652074986,0.3184878673864432,0.00980155759298258,0.013075202674637349,3.0715207263399305,True,,,
094,36,374,0.03311433214606362,-0.07795343782710797,0.13973997994225798,0.026855507336021527,-0.044711795563899495,0.10450673593019791,0.04019210092009927,-0.004732833965626352,0.10765974409939448,-0.02765081194411323,-0.06884391223928764,0.03761244690861652,0.3083447756533617,0.23696996894437625,0.3930050662748283,0.2908020681268913,0.22975559444886487,0.3538421702817461,0.05474256076305833,0.03907386524876635,2.7591677288989707,False,,,
095,151,919,-0.04883470729715704,-0.17242776583205363,0.06892129444708983,0.11660934841150984,0.008170603551290817,0.22933888139924277,-0.018698378202165744,-0.06741105324846898,0.07268868043542367,0.09820544341572202,0.05025927910331518,0.15666921546306778,0.7259620725642242,0.6400024714614031,0.816560682582316,0.6535052488627157,0.5736475053046904,0.7383301405274305,0.06314752668067823,0.05622231207531064,5.171735775985471,True,,,
097,20,160,0.25792379887026934,-0.04287376190659891,0.5768096493124281,0.39683378512271195,0.22005280364613175,0.602089489653158,0.08217938607611233,-0.05216199857334758,0.2590237323236844,0.3618264979738939,0.16134459948894259,0.4928671383152583,0.6830463072290286,0.44859112579047233,0.9330404703178958,0.612189680354077,0.44770502030411713,0.7902230307593859,0.16158125299592938,0.10041567340915641,3.5238784360535123,True,,,
104,973,3406,0.0008589178035746276,-0.023509158576030777,0.025178334208925148,0.045419210783104784,0.022773966811381455,0.06810277196570157,-0.02062626150559804,-0.03830092645991011,0.007448542679324331,0.0262727644855687,0.0002980456542900356,0.04666439506166853,0.42209853651340695,0.4024825193296749,0.44217494675970614,0.3976607711737381,0.3790426566729911,0.4156773756802718,0.01241466117576791,0.011727561261998585,5.6102348019083275,True,,,
106,1092,5261,0.005009424877820717,-0.010029953275000243,0.020727459325662077,0.017126936054333002,0.0014414992317582122,0.032663630286084634,0.0057924274573229705,-0.010460296839591451,0.019295105912767733,-0.0023002882723943685,-0.024758027555622508,0.013612303265242431,0.35573962899740624,0.3441509641452464,0.3678625511098468,0.35218712011354975,0.34020160842200453,0.364093324949203,0.007818505710268974,0.008111249950537539,2.2669097135066396,True,,,
107,92,528,0.025920303806712137,-0.03006498607447947,0.08184010334967244,0.11213845665967186,0.058149030890383716,0.16729534379790723,0.0037382141429566445,-0.023351110141283583,0.053826325704519035,0.07824972197628777,0.038890050216826566,0.16212090040292892,0.323973094666391,0.2832095378336794,0.3657207632646178,0.3585030590901606,0.31504473266757455,0.40280730773413453,0.028888800253402062,0.02889427152523704,2.5261097862277704,True,,,
108,192,1027,0.12683593138299543,0.039490209550345615,0.21258128395134016,-0.14387621716206592,-0.2437684892808837,-0.03925740062926868,0.084073782213231,0.006404157811978345,0.1971512241526053,-0.0755818155358412,-0.1265648508109507,0.0009756056708054572,0.8430433248393232,0.7699430223180133,0.9171997507881364,0.9362913272485387,0.8450311541249067,1.0310033712978577,0.04412743871629233,0.05081337229666322,9.556394284483323,True,,,
113,544,3219,0.03375409652439822,0.006995099328410355,0.06067984898787119,0.09526583971241585,0.06451232707698788,0.12424440073531176,0.030517957570826898,0.005142034988049923,0.05278065866387934,0.08458017341652635,0.05236563821198459,0.11865789051803688,0.3629297748586962,0.3441214137087545,0.3818769575032758,0.37635796830717694,0.3549057459339373,0.3993209321211616,0.013676127923062907,0.014882723050013928,2.1309118950923285,True,,,
114,91,483,-0.0816525287230305,-0.17327531100903143,0.006375447287726688,0.008179070084579606,-0.05897145266386848,0.07213432653767637,-0.06341624790942547,-0.13672960418347077,0.04794036418536034,0.021487347466120355,-0.03286935832983451,0.05921286870147924,0.5222673850832176,0.45497973731679,0.5900747769639915,0.4073369078613475,0.3528363371831901,0.46341533297536913,0.04498511197601099,0.034035311641671465,4.077456890464607,False,,,
118,944,7450,0.06158824184781276,0.03440234590281232,0.08875483076442651,0.07767685020309821,0.05384170207702063,0.10210900326851147,0.046376888197783475,0.023001216691636538,0.06902479069449409,0.08822086767002547,0.06032774303070809,0.11835237339385873,0.4979146909116678,0.4791870498479907,0.5171416688210642,0.45588582097906954,0.43986390600708364,0.47340383554759957,0.01371292200841963,0.012749008660199967,2.905278472462195,True,,,
120,65,405,0.08169259629884433,-0.059913514732408184,0.223189027554474,-0.01881359456416115,-0.14850627501314187,0.10161233031228938,0.2058878784905184,0.057962733564411284,0.3102448417298396,0.01515312652102807,-0.10169756256903639,0.21849435281211527,0.8375965571537486,0.7244570714815101,0.9542791049774021,0.6518827003274732,0.5726083389239834,0.7395818983828805,0.07451459877140165,0.0637254488990054,2.7088436458003957,False,,,
121,32,260,0.026092572556132766,-0.13683242125175044,0.16912301291072582,-0.1327539494911334,-0.30185534104546496,0.016345578422023634,0.08535858554075017,-0.08327849957805285,0.209329704818922,-0.06231495800320248,-0.14167934812547855,0.02453801976116665,0.5267061646891544,0.42826889466569573,0.6364153399667564,0.5200654143549743,0.3969571617469495,0.6523807912918589,0.07977314533875439,0.0817614594877336,2.910573802868844,False,,,
122,152,770,0.07648975510692081,-0.01200352884111221,0.15692651694332524,0.11537153874143465,0.031543034037254405,0.20479441600473242,0.02545583221868796,-0.04976293333754115,0.10622126096574339,0.1174971993524565,0.04977427853560812,0.14819356044597498,0.4921901011484034,0.4336489732242908,0.5522236266830701,0.4931808389976828,0.43692295664719116,0.5533311696868695,0.04530435455681034,0.044479667030043385,15.39863527286462,True,,,
126,144,551,0.03528660918498538,-0.03673472805955428,0.10915015126042453,0.05054547642264578,-0.03391013790055189,0.13433046283724848,0.04483880814987415,-0.032341141439454026,0.13196069248325618,0.0415910105017403,0.005628214719877178,0.12144732050742846,0.4824335203479776,0.4352965037340735,0.5305592024178398,0.4826587921989187,0.4304548049870086,0.5400586548648191,0.0372358039024272,0.040861538096436195,21.21522723765598,False,,,
127,227,2105,0.0908086139456189,0.046086652053110196,0.13792186794004754,0.2667139844188723,0.22828529964286629,0.30624913059134057,0.07114465364232998,0.02800461950666295,0.11085164795994484,0.27855766656606257,0.23754979263513887,0.3175205116399773,0.3777714807332673,0.3469035788065474,0.4095537700949531,0.4267366209070995,0.39949294367332383,0.45474070218616824,0.023206123105818644,0.019483293011922607,1.232253314418049,True,,,
130,1727,7580,0.009014520057475798,-0.00036157350640802865,0.01824529420267146,0.01820297177843642,0.009416012780203676,0.027152198435836876,0.00495160331720515,-0.003204324872921083,0.012996028741201766,0.013100997031756378,0.004685803388390245,0.020957008836308688,0.24301540732844507,0.2361432777873514,0.2497559580329791,0.2330591537281843,0.22662195412323616,0.23956739765871657,0.004614327838990627,0.004437837439112989,2.477758983411444,True,,,
132,31,102,-0.07041944934554552,-0.2023505206360748,0.037915885765959445,0.09556862815944013,-0.024874275625479853,0.22296724030867535,-0.004798212028858513,-0.12814998601272437,0.06238070245123626,0.052208034537670756,-0.06327945386459533,0.16135665255108123,0.3836908138331689,0.30663520844167824,0.47974906013886637,0.4163247341559263,0.30957231619195824,0.5440800914451263,0.06055453819002284,0.06548072514001631,1.6896810387768275,False,,,
143,128,772,0.06844324301524571,-0.019027577454658672,0.16546085735824145,-0.01866698549483446,-0.09451091724662077,0.05906452792982881,0.04949329930499809,-0.008609874618008254,0.13404396665549856,-0.028964158537725382,-0.10280136091722625,0.0881073185354353,0.5510159154497949,0.47856382393916197,0.6329907472511318,0.4599012905321263,0.40636273962104197,0.5193305461064732,0.048908159775420346,0.038620235279643755,2.9089963457033825,False,,,
145,25,207,0.030379195754737753,-0.08351978227306422,0.14193162095487263,0.060664405110611594,-0.02493303386748477,0.14750636870073222,0.0032021689244428712,-0.15570724924782903,0.18448513920893497,0.10541019441888011,-0.0598970512950725,0.16191704767045678,0.33622162906193764,0.25809473813927386,0.42108353596732917,0.2780231962907537,0.21814957254784492,0.34372610874837356,0.057365808786594995,0.04417912584057028,0.9009139526032972,False,,,
147,41,142,0.009592333354432186,-0.16194037077357995,0.15721736770571038,-0.014663995930401125,-0.1521640390171208,0.14490155666986534,0.08057812697861277,-0.056589662636364536,0.14009951043724023,0.003166176539082244,-0.12284078222251082,0.08713318106988563,0.5400081237301496,0.4104413020537129,0.6799956759101546,0.5088837252425454,0.41011346657499953,0.6251495261057544,0.08287679910659919,0.07658984367425309,5.117030916790557,False,,,
151,682,7541,-0.0461868230856931,-0.07393158828122796,-0.01919286403844419,0.14408107678935503,0.11848252139902586,0.17125806985874653,-0.0680950599692311,-0.08889264703285892,-0.051220165010974525,0.13291552566829617,0.11162806077624765,0.1544731178075076,0.4758471017246578,0.4560311322403667,0.49647309618867325,0.48173867561665756,0.4625267825485337,0.5023337484885243,0.013855943659518657,0.013104150857206944,2.4417927111994824,True,,,
152,74,475,0.003113492787502545,-0.13647009400109258,0.13111598337159905,0.1261183606783513,0.002053577341023711,0.2572664008783956,0.02665374758836449,-0.035565029155624046,0.17199368306221918,0.06294279093905786,-0.012888496861762633,0.1360909766159324,0.6900804808629107,0.5908179734423561,0.7853353235691091,0.6278213229397226,0.5269076156323569,0.7348946503697673,0.07011779078493444,0.06350745143336185,7.2748069455809485,True,,,
157,276,1125,-0.025757623061567904,-0.05168296095978431,0.0008743905854585557,0.042491329673356885,0.014417913828837756,0.07160633283616978,-0.03467276979748309,-0.0516106473427034,-0.006365776706392934,0.029540756970192206,0.002270439467659813,0.060800854422211614,0.27682800410808106,0.2578880265558426,0.2965108997098291,0.2684011158699641,0.24683293451331656,0.2894293423117474,0.0140973352763865,0.014750549686095994,1.5632274841607077,True,,,
160,1307,28346,0.010376883177109754,-0.0001324806946534444,0.020347556890381965,0.011956333785997073,0.0018341323504508572,0.02197602686822419,0.0080471461295565,-0.000519144608829793,0.016369534833573136,0.014015649790621865,0.0034908155662094487,0.02094105031029667,0.3144784388374682,0.3067549038637729,0.3221901291593817,0.3219607680105056,0.3140150774838132,0.3300496076460436,0.005081228124145333,0.005177130765022395,3.668578286347234,True,,,
163,57,256,0.03169189558216176,-0.09314206425286031,0.15643041340357094,0.035975387158294826,-0.05955152484971504,0.13468769960135757,-0.014571561600076702,-0.14321039308213326,0.11494957852850873,0.01104054807257171,-0.05463582674201106,0.1827113021008131,0.5384574000929944,0.4593695415577183,0.6220242937986971,0.4859542282451238,0.4182525517211433,0.5547705364971391,0.06300206570984132,0.05020914341512733,2.333536343811541,False,,,
168,225,2578,-0.021588719496225924,-0.04941871705149637,0.00871839645802654,0.006910716219859737,-0.025822040951479185,0.04305107067781226,-0.012529394412627196,-0.041539004483056224,0.018373422082615477,-0.004707096923652898,-0.03294164908329683,0.022298186445652846,0.28359503618756976,0.2640432474551525,0.30499613626591454,0.31320807334505324,0.29021852786600316,0.336379872958512,0.014812988982202865,0.01763421022988055,1.2404314257464186,False,,,
169,22,187,0.05381606899348943,-0.15209381667079788,0.2797948974287804,0.039841372507059256,-0.11151052529462661,0.17739431472894557,-0.039497899705465474,-0.12513573627275443,0.18044070635243736,0.02147075729732051,-0.02568732950214425,0.11750014708539425,0.5843657321394008,0.4255442961006127,0.7554959732898966,0.3781410562104899,0.2772807914493049,0.4934162739395825,0.11480453455071607,0.07478978465311792,3.4915997077383794,False,,,
