stn,n_obs,mean_ra_arcsec,mean_dec_arcsec,std_ra_arcsec,std_dec_arcsec,sem_ra_arcsec,sem_dec_arcsec,snr_ra,snr_dec,mean_at_arcsec,mean_ct_arcsec,std_at_arcsec,std_ct_arcsec,sem_at_arcsec,sem_ct_arcsec,snr_at,snr_ct,mean_speed_arcsec_per_day,detected_ra,detected_dec,detected_at,detected_ct,at_better_than_ra,ct_better_than_dec,at_gains_detection,at_loses_detection,ct_gains_detection,ct_loses_detection,scenario,target_station,applied_bias,is_target
W68,4780,-0.04417167646929753,-0.01139925688989569,0.37702229799960124,0.4080322303772656,0.005453220866785576,0.0059017460898737545,8.100107725021362,1.931505814771427,0.2663733488746009,0.0637372956797187,0.3193690205735637,0.3656339116189814,0.004619328396323317,0.005288500141832914,57.664951703069356,12.052055208535613,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA02_dcr,AA02,dcr,False
W84,354,-0.014009256943128807,0.036070553119889166,0.29447001082326507,0.22665946044329932,0.015650904494922704,0.012046814405144574,0.8951084550847229,2.994198458348067,0.13981979192529415,-0.00023274000903256498,0.27676808524073365,0.20828610457692365,0.014710057765254504,0.011070281558516396,9.505047101551954,0.021023856331234637,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA02_dcr,AA02,dcr,False
691,3214,0.10712780382708126,0.0164372643507321,0.43429686198635853,0.3690154335360919,0.007660617092714803,0.006509109747403477,13.98422640507109,2.5252707341874245,-0.0372859333499877,-0.0077330328450874,0.444886117402992,0.3703541698034984,0.007847402303809268,0.006532723885175105,4.751372735394036,1.183737898770862,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA02_epoch,AA02,epoch,False
703,11201,0.06731709273875272,0.009170037197041573,0.4823055054587143,0.3840965096453307,0.004557155215115519,0.0036292088566833116,14.771735778379956,2.526731736630323,0.23683203438474745,0.0007824151837525102,0.4381888807880691,0.36967005675857967,0.004140310903956532,0.0034928977752952855,57.201509712332914,0.22400174127236397,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA02_epoch,AA02,epoch,False
F51,11792,-0.013157193879637213,-0.0046160252035201,0.28540145118747423,0.1938285630422742,0.002628224393323718,0.0017849417211826246,5.00611512207993,2.586092951237491,0.17686057717283535,0.010878047509647864,0.23780801152835,0.1767597111240349,0.0021899426727723945,0.0016277569108360272,80.76036846614608,6.6828452315160645,711.6464864123344,True,False,True,True,True,True,False,False,True,False,AA02_epoch,AA02,epoch,False
F52,6019,0.23654069096645966,0.1558065597716314,0.28866148066344666,0.1908948582074735,0.003720717211864106,0.002460549232119441,63.57395026211925,63.321862345922035,0.09136361520498902,-0.070953469644717,0.35602585152176475,0.2446803536453786,0.004589013783830938,0.003153820181068028,19.909204789687532,22.497626868723028,654.8380885051354,True,True,True,True,False,False,False,False,False,False,AA02_epoch,AA02,epoch,True
G96,14710,0.022198086258993718,0.002019723648550363,0.3262478980581194,0.1992463977688156,0.002689932523463102,0.0016427979114388798,8.252283678259415,1.2294413296285145,0.20029315360782413,-0.001451731991503887,0.27360986177439045,0.1779020719190847,0.0022559289126701547,0.0014668127276681105,88.78522389730527,0.9897187037719544,768.1307070317077,True,False,True,False,True,False,False,False,False,False,AA02_epoch,AA02,epoch,False
T09,76,0.024698644261812806,0.012654013548370932,0.30447088528915295,0.24709324643324246,0.034925205795415325,0.02834353923247094,0.7071867924413212,0.4464514274164546,0.04224802349938611,0.012198211169672407,0.27948208186413054,0.27288880455301295,0.03205879345726596,0.03130249268079488,1.3178294921080633,0.3896881725702444,490.29880288748876,False,False,False,False,True,False,False,False,False,False,AA02_epoch,AA02,epoch,False
V00,470,0.054001597455210784,0.027810752579339182,0.4770795742122898,0.3661093516963579,0.02200603979619849,0.01688736512455565,2.4539443696061785,1.6468378799307186,0.30309712363400393,-0.039030701731966405,0.3886951363907905,0.347367464528478,0.01792916968647741,0.016022866334069383,16.905251550081914,2.435937548138657,871.7454556161142,False,False,True,False,True,True,True,False,False,False,AA02_epoch,AA02,epoch,False
W68,4780,-0.05737661513789382,-0.012469854616346157,0.37696782870236273,0.40703463255353456,0.005452433027154137,0.005887316913408877,10.523121485793139,2.1180878827747454,0.27253344854469885,0.06489790308419621,0.3174084623371773,0.3632897701608751,0.004590971036183248,0.005254594664141365,59.36292047951415,12.350696339543624,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA02_epoch,AA02,epoch,False
W84,354,-0.06363865092741255,0.029816881014948966,0.299041291407509,0.22262396390846573,0.01589386531678526,0.01183233018422274,4.003975726420984,2.519950047937884,0.1778797527743582,0.021704340919823546,0.26211707576535914,0.20744016710878782,0.01393136539718543,0.011025320489355377,12.76829282004874,1.9685904768735247,646.7304445115977,True,False,True,False,True,False,False,False,False,False,AA02_epoch,AA02,epoch,False
691,3214,0.13861180233727957,0.018214271789882285,0.4339572409359613,0.3702059971248788,0.007654626474196817,0.00653011024861942,18.10823856716324,2.7892747743015676,-0.06433967833143404,-0.009409139254755955,0.4505828906398776,0.3710364650801337,0.007947888405026311,0.006544758977564594,8.095191458745834,1.4376601624308005,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA02_mag_dep,AA02,mag_dep,False
703,11201,0.11437074614188508,0.00927126514817358,0.4936884728181352,0.3939042595215116,0.004664709345181147,0.00372187924503867,24.518300643969418,2.491017181853049,0.21946101011210725,0.0026460548931536766,0.46181132352663984,0.38808289191214,0.004363512042864246,0.003666874947016152,50.29458105220473,0.7216103443360817,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA02_mag_dep,AA02,mag_dep,False
F51,11792,0.015695302821796927,-0.0014536424106360469,0.2863355080626207,0.19558930159643612,0.0026368260001263374,0.0018011561307417201,5.952346806746036,0.8070607460539435,0.15895321432850573,0.0073631115834809765,0.249931718143487,0.1807893110893056,0.002301588291008836,0.0016648649664538105,69.06240136407415,4.422647921509529,711.6464864123344,True,False,True,True,True,True,False,False,True,False,AA02_mag_dep,AA02,mag_dep,False
F52,6019,0.0637010265264441,0.03667069002583153,0.31317694442428773,0.19174018612457935,0.0040367105607589686,0.0024714451304000714,15.780429527369249,14.837752040198186,0.16557826632411893,-0.015534419366861396,0.2771012392796783,0.1892098899318691,0.0035717108775550287,0.002438830745641518,46.35825014970515,6.369617651664946,654.8380885051354,True,True,True,True,True,False,False,False,False,False,AA02_mag_dep,AA02,mag_dep,True
G96,14710,0.054981774848852354,0.004043989727041541,0.32756834520318023,0.19710393994551187,0.0027008196854713625,0.0016251332245141353,20.357440055927547,2.4884050526076527,0.18161214979363458,-0.002118708055209986,0.2884906614033281,0.1815873721000748,0.0023786219541740913,0.0014971982378110872,76.35183450440077,1.4151152477360311,768.1307070317077,True,False,True,False,True,False,False,False,False,False,AA02_mag_dep,AA02,mag_dep,False
T09,76,0.03721022798753535,0.008813258524767881,0.30096075583794824,0.2477522903499806,0.03452256633340092,0.028419136754376646,1.077852313416633,0.3101170384216758,0.03687543411186417,0.017464589316831026,0.27902849054947537,0.2718389964592028,0.0320067629651015,0.03118207143366252,1.1521138251959817,0.5600843213378434,490.29880288748876,False,False,False,False,True,True,False,False,False,False,AA02_mag_dep,AA02,mag_dep,False
V00,470,0.06623422492434758,0.03019730889360879,0.478775293018846,0.36765094739078336,0.022084257472152972,0.01695847363146917,2.9991601487106947,1.7806619599049784,0.2975268332006257,-0.03818034212841572,0.3965992690359414,0.34962888669565706,0.01829376013835499,0.016127177960256932,16.26384247691245,2.3674533897068404,871.7454556161142,False,False,True,False,True,True,True,False,False,False,AA02_mag_dep,AA02,mag_dep,False
W68,4780,-0.047675228073091644,-0.010307325594780118,0.37683117957243306,0.4076780911676094,0.0054504565448858094,0.005896623848197093,8.747015535391352,1.7480045972292446,0.26824578656407977,0.06281783694112877,0.3184987278541355,0.3649981170050046,0.004606740550874976,0.00527930405853937,58.22897634491937,11.89888596007646,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA02_mag_dep,AA02,mag_dep,False
W84,354,-0.025124834088728384,0.01851404691369645,0.2890387091639379,0.22386642444552657,0.015362234068635176,0.01189836621672019,1.6354935080715474,1.556015891297712,0.14450369961870765,0.010513009550131354,0.26921341588430464,0.20275395200262458,0.01430853161915349,0.01077625096657384,10.099128510522638,0.975572078150461,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA02_mag_dep,AA02,mag_dep,False
691,3214,0.15073491406952078,0.019753057921959513,0.436952700354292,0.3727661247625441,0.007707463760461433,0.006575268662730289,19.557005878221155,3.0041446114473036,-0.0766772704149966,-0.00938912499124335,0.4560961356259144,0.3728371427922865,0.008045137228292467,0.006576521358708904,9.53088409049685,1.4276734582196526,716.8270511350477,True,True,True,False,False,False,False,False,False,True,AA02_seasonal,AA02,seasonal,False
703,11201,0.11884841459835763,0.011746782061158432,0.4938656113605461,0.394394492771846,0.00466638307235865,0.0037265113070576584,25.46906517434391,3.1522196213147513,0.2145327019149549,0.004388080789724503,0.4655046164334972,0.38853945073921325,0.004398408822687289,0.003671188829848207,48.775070841159824,1.195275152846316,941.5147765161167,True,True,True,False,True,False,False,False,False,True,AA02_seasonal,AA02,seasonal,False
F51,11792,0.03026080298463063,1.9621248149159262e-05,0.28945537564915347,0.19931236652398662,0.002665556450026815,0.001835441345549856,11.35252753110001,0.010690207124696314,0.1487327281908938,0.00932894927558497,0.25967272375335865,0.1864445502456124,0.0023912919293500117,0.0017169433193803402,62.197645701636084,5.433463743550876,711.6464864123344,True,False,True,True,True,True,False,False,True,False,AA02_seasonal,AA02,seasonal,False
F52,6019,-0.016555316767657705,0.004774554067619871,0.35762492252383155,0.20986185873078345,0.004609625092921116,0.0027050253747011184,3.5914670789781327,1.765068125524485,0.19964344173746806,-0.0318230368623495,0.3003029467016485,0.20291783692389526,0.0038707704955932565,0.002615520043414566,51.57718391332048,12.16700171825274,654.8380885051354,True,False,True,True,True,True,False,False,True,False,AA02_seasonal,AA02,seasonal,True
G96,14710,0.07803673710923174,0.008073858968210015,0.33095900239312204,0.20013456915982142,0.0027287758473514114,0.0016501209352048458,28.597708816931707,4.892889239786372,0.1662095098283076,0.0005528756722662981,0.30527322109088395,0.18687835753071347,0.002516995115807381,0.0015408227144000793,66.0348956517511,0.3588184851503573,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA02_seasonal,AA02,seasonal,False
T09,76,0.09322311295892464,0.022750226293548195,0.31833002660414644,0.24867753633039322,0.03651495833321285,0.02852526974718022,2.5530116208329847,0.7975464034234804,0.00510815005944276,0.0023766789000197936,0.30832968934893756,0.27821944054318337,0.035367840978034415,0.03191395856463577,0.14442923057178506,0.07447145408822518,490.29880288748876,False,False,False,False,False,False,False,False,False,False,AA02_seasonal,AA02,seasonal,False
V00,470,0.07497206551787583,0.025044551548034005,0.4793437372805935,0.365774785008249,0.022110477850727322,0.016871932714008282,3.3907935425018247,1.4843913837589118,0.2952581001508029,-0.03403449282140884,0.398834831028726,0.3496136584333951,0.018396878923646342,0.016126475532897897,16.049358229525243,2.1104731007081314,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA02_seasonal,AA02,seasonal,False
W68,4780,-0.04298717320732754,-0.011007675697296207,0.3761847766500119,0.4071981753899733,0.005441107023853231,0.005889682384133057,7.900446181057711,1.868976114391354,0.26451490626517515,0.06434091682682536,0.3195332451104654,0.36478750979354546,0.004621703727109379,0.005276257852396342,57.23320270696249,12.194422377898636,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA02_seasonal,AA02,seasonal,False
W84,354,-0.019119622643361617,0.024024467415791464,0.29669358642672783,0.22525484808384813,0.015769086204869127,0.011972160100522183,1.212474990304633,2.0066944656665258,0.13607041388998933,0.01277538948996387,0.27803326416307594,0.20899392128952435,0.014777301266306477,0.011107901592345485,9.208069283952518,1.1501172731641285,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA02_seasonal,AA02,seasonal,False
691,3214,0.1316116814136031,0.017658491599800034,0.4335616745684332,0.3736998264070845,0.007647649029177921,0.006591738343733617,17.209430102174892,2.6788823644049735,-0.06185552810781186,-0.010161388507331408,0.44920184199942315,0.37356840483995934,0.007923527913972916,0.0065894201821451,7.806564043111578,1.542076271727978,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA02_step,AA02,step,False
703,11201,0.10016783574587819,0.01372941810812488,0.4800890125354235,0.38518221784065526,0.004536212260555972,0.003639467376871074,22.081822893711177,3.7723701537691343,0.22059083060847637,0.0012789605964662492,0.4503750980915532,0.3708899339026072,0.004255454693750691,0.0035044240162894003,51.83719402122246,0.3649560071844431,941.5147765161167,True,True,True,False,True,False,False,False,False,True,AA02_step,AA02,step,False
F51,11792,0.004465678468029065,0.005340165910679854,0.2884767965418607,0.19788556583996966,0.002656544843849332,0.001822302125876859,1.6810100075548884,2.9304503544439764,0.16575110374586063,0.004049835479086789,0.2478886122216234,0.18293676430065445,0.0022827735975318266,0.001684640580383261,72.60952375000024,2.403975973418282,711.6464864123344,False,False,True,False,True,False,True,False,False,False,AA02_step,AA02,step,False
F52,6019,0.17653906291359298,-0.08919260952557004,0.34773065561343175,0.21078533551475398,0.004482092423485309,0.0027169285768775184,39.387644482421194,32.828470459122755,0.11914552224021745,0.015838918348493915,0.3567755375241396,0.25047398675689414,0.004598676900662872,0.0032284975172602254,25.90865260028234,4.905971977310106,654.8380885051354,True,True,True,True,False,False,False,False,False,False,AA02_step,AA02,step,True
G96,14710,0.0471860235988328,0.011551154252214061,0.33022584125400123,0.20223548391542287,0.0027227308919515487,0.0016674430971674314,17.33040299293467,6.927465334101405,0.18139285471147804,-0.006075797618518448,0.29223562667141023,0.18429385122417305,0.002409499406362486,0.0015195133125236568,75.28238198876286,3.998515556555123,768.1307070317077,True,True,True,True,True,False,False,False,False,False,AA02_step,AA02,step,False
T09,76,0.0665438728240899,-0.012291585135126917,0.3029741163924578,0.26109846279417015,0.03475351462798035,0.029950047727200054,1.9147379347501983,0.4104028563521766,0.019798648062959737,0.03362865145774091,0.2898050891517091,0.28120416217184463,0.033242923603581456,0.032256329616055096,0.5955748146299236,1.0425442652037744,490.29880288748876,False,False,False,False,False,True,False,False,False,False,AA02_step,AA02,step,False
V00,470,0.059422610148172565,0.04208553936955337,0.4758361354276698,0.3710631830440351,0.021948684241994216,0.01711586832543285,2.7073427041462392,2.4588608985158835,0.3000198439518516,-0.03940833636692404,0.392380786464644,0.35170814394720007,0.018099176047227602,0.016223086945460374,16.576436583023796,2.4291515233450363,871.7454556161142,False,False,True,False,True,False,True,False,False,False,AA02_step,AA02,step,False
W68,4780,-0.05219536812167371,-0.012481330963073219,0.3767785664586759,0.40670341326140363,0.005449695552946263,0.00588252618361673,9.577666791579832,2.1217637752016554,0.2694823419990456,0.06524949399481585,0.31790412949714675,0.36372124752176693,0.0045981403270025645,0.005260835518755123,58.6068111963681,12.402876646152187,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA02_step,AA02,step,False
W84,354,-0.04553870043026543,0.011861847410753638,0.2906608805458657,0.23832347899311132,0.015448451504841901,0.012666749996683227,2.947784146261685,0.9364554770449917,0.14884764078535997,0.030672483757878646,0.2702374396117037,0.21751426144949929,0.014362957866204082,0.011560752562585904,10.363299967313642,2.653156322811033,646.7304445115977,False,False,True,False,True,True,True,False,False,False,AA02_step,AA02,step,False
691,3214,0.1501296754794448,0.016333241671423606,0.4334781397274028,0.36899997161167275,0.007646175547587223,0.006508837012569636,19.63461007991358,2.50939478740694,-0.07511590189929933,-0.009591391826966675,0.4498639432979136,0.3725094939941124,0.007935206802236411,0.006570741920257011,9.466155548476584,1.4597121517430582,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA02_timing,AA02,timing,False
703,11201,0.12020567377222047,0.010446134031511591,0.49201436550636274,0.3932294869638142,0.0046488912241351285,0.0037155035283082485,25.856848004565503,2.81149888620021,0.21399840022467484,0.002743607837685646,0.46328994076408214,0.38835398665683446,0.0043774830387962975,0.003669436437224313,48.88617461862725,0.7476918825608557,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA02_timing,AA02,timing,False
F51,11792,0.0319490631111747,-0.0006967071522271849,0.2868604215371614,0.19619181653004045,0.0026416598592130104,0.0018067046114493412,12.094313732235308,0.3856231659630765,0.14775473641313733,0.0049708573392297705,0.2568593883142256,0.18424905011613468,0.0023653842936426006,0.001696725247706807,62.46542551679868,2.9296772391099184,711.6464864123344,True,False,True,False,True,True,False,False,False,False,AA02_timing,AA02,timing,False
F52,6019,-0.002256040115545484,0.005806559771619916,0.30046339499613367,0.19089485820759303,0.0038728386022541562,0.002460549232120982,0.5825288237502004,2.359863275978708,0.185529245121652,-0.00461090615239861,0.2464959834525984,0.17762194850662807,0.0031772228361731355,0.002289467370203019,58.3935262611659,2.0139645632904286,654.8380885051354,False,False,True,False,True,False,True,False,False,False,AA02_timing,AA02,timing,True
G96,14710,0.07014871226875617,0.005223109180417081,0.32663638042185356,0.1976748867058721,0.002693135582704925,0.0016298407131109976,26.047226407480153,3.2046746276495606,0.1704566222951154,-0.0034992047776931244,0.29675676415983365,0.18325088587743366,0.002446776442768072,0.0015109140037656906,69.66579345609338,2.3159523103048647,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA02_timing,AA02,timing,False
T09,76,0.0820544420950315,0.016470854989098897,0.30926919100520456,0.24871335401903355,0.03547560920900697,0.028529378317842705,2.3129819029069285,0.5773296146028452,0.0116817318874165,0.007840339414826255,0.2972471133570201,0.27576612520919536,0.03409658232585341,0.03163254399575439,0.3426071204373741,0.2478567457577411,490.29880288748876,False,False,False,False,False,False,False,False,False,False,AA02_timing,AA02,timing,False
V00,470,0.07943460412220815,0.03319129473592319,0.4773686136381317,0.3694617093678655,0.022019372190732987,0.017041997853177688,3.607487235973003,1.9476175869682009,0.29415049629474976,-0.03912154530623205,0.39887906500313963,0.3527928575465866,0.018398919284738927,0.016273121052820746,15.987379027133095,2.404059134031379,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA02_timing,AA02,timing,False
W68,4780,-0.044470244182317785,-0.011991736522189449,0.3763147571115917,0.40729484655862946,0.005442987051027014,0.005891080628313651,8.170191067040456,2.0355750122574947,0.26441881529890193,0.06471746624541133,0.31954463180881615,0.36523115715604604,0.0046218684234188,0.005282674732956243,57.21037274862773,12.250889845946416,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA02_timing,AA02,timing,False
W84,354,-0.021385216486081264,0.018299691281225258,0.2912362893414768,0.22477902887278403,0.015479034137282027,0.011946870594781365,1.381560134593534,1.5317560474136995,0.1424236728297378,0.011552376888934767,0.2715645709352374,0.20473280396142496,0.014433494100229326,0.010881425761556148,9.867581047299899,1.0616602219305742,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA02_timing,AA02,timing,False
691,3214,-0.1336486837279614,-0.05166034005776407,1.0110651831834847,0.581918333955826,0.017834306213309715,0.0102645308448168,7.49390989082713,5.032898321295472,0.14892073206829806,0.04539297137535436,0.9928163188944621,0.6094991470775012,0.017512412195803528,0.01075103228409617,8.503724695560997,4.222196545954332,716.8270511350477,True,True,True,True,True,False,False,False,False,False,AA02_trailing,AA02,trailing,False
703,11201,-0.09360798594313831,-0.010507440657072759,1.1451333593413062,1.0449175572907243,0.010820010141832601,0.009873102093338663,8.651376913338437,1.0642491648255192,0.27467947085678934,0.06427852291594588,1.1028790157171628,1.056442441569888,0.010420761947008644,0.009981997152387267,26.358866295342068,6.4394451265269295,941.5147765161167,True,False,True,True,True,True,False,False,True,False,AA02_trailing,AA02,trailing,False
F51,11792,-0.4289177423258851,-0.044185829530090606,1.0958568410388008,0.6003120372578565,0.010091601388939445,0.005528194525158742,42.50244592458693,7.992813807293044,0.3553495235246835,0.03369872388847081,0.9671290803081328,0.827310003896811,0.008906164386280193,0.00761858891759471,39.89927741195682,4.423223808630161,711.6464864123344,True,True,True,True,False,False,False,False,False,False,AA02_trailing,AA02,trailing,False
F52,6019,4.01971310819633,0.005806559771619916,25.90066129870653,0.19089485820759303,0.3338479248123775,0.002460549232120982,12.040551429083791,2.359863275978708,-0.7393643057409337,0.0501503475013179,24.178768734583457,10.093531854711543,0.31165350079158777,0.13010110532935923,2.3723921081039587,0.3854721093595562,654.8380885051354,True,False,False,False,False,False,False,True,False,False,AA02_trailing,AA02,trailing,True
G96,14710,-0.4003602216801556,-0.032224068242741134,1.3898744682584683,0.9233677102599578,0.011459594247051407,0.007613219425252632,34.93668388679378,4.232646721813333,0.31550659316298546,-0.012831824632005443,1.3697613902774208,0.9847509940633722,0.011293760772168662,0.00811932810053475,27.936362344462953,1.580404742008187,768.1307070317077,True,True,True,False,False,False,False,False,False,True,AA02_trailing,AA02,trailing,False
T09,76,-0.22525667372646674,-0.05495739876953441,0.3104580381322581,0.2956363570620265,0.03561197932706341,0.03391181590710212,6.325306202659799,1.620597343418131,0.17650376873616325,0.07496401637597337,0.32650162570773966,0.3072392239792302,0.037452305035836284,0.035242756021508496,4.712761165628534,2.127075882777816,490.29880288748876,True,False,True,False,False,True,False,False,False,False,AA02_trailing,AA02,trailing,False
V00,470,-0.14310280143529416,0.19359695537547575,1.240500830289679,0.9032026530359246,0.057220036476398624,0.041661631730006275,2.500921185087314,4.646888451947981,0.16385646194267764,-0.15430708395045395,1.2415195150521432,0.9058480969643348,0.05726702490062446,0.04178365695915872,2.861270726513521,3.693000928599448,871.7454556161142,False,True,False,True,True,False,False,False,False,False,AA02_trailing,AA02,trailing,False
W68,4780,-0.5612016245550574,-0.19693474031305747,1.2216761171692736,0.8378952910129635,0.017670227278196976,0.012119251591687285,31.759728707480495,16.249744369374834,0.371358698707535,0.10784376293242234,1.1677043865738566,1.0174788654878408,0.016889584411552073,0.01471673428927399,21.987438509945488,7.327968339485629,922.4097525475556,True,True,True,True,False,False,False,False,False,False,AA02_trailing,AA02,trailing,False
W84,354,-0.18444646060687767,-0.13157413510325744,0.8054131469464786,0.4531964150410822,0.0428072257904049,0.024087117698061156,4.308769307078544,5.462427541251572,0.22380673931713582,0.1219497639828048,0.6436605815563822,0.6527716469501433,0.03421017393561165,0.03469442159779663,6.542110535256896,3.514967489486828,646.7304445115977,True,True,True,True,True,False,False,False,False,False,AA02_trailing,AA02,trailing,False
691,3214,0.15095899671534227,0.016311422840451634,0.4335865312866445,0.36887706250263036,0.007648087479963697,0.006506669003302256,19.738136770901427,2.5068776100602754,-0.07568982185298041,-0.009612457119460282,0.4500548490807484,0.37250086783761943,0.007938574213403955,0.006570589762395285,9.534435254781807,1.4629519521176277,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA03_clean,AA03,clean,False
703,11201,0.12127532056768006,0.01016446149263685,0.492397860864545,0.3930707406815465,0.0046525147528979835,0.003714003583895571,26.066617089637262,2.736793668350604,0.21378975286111193,0.002400487943767065,0.46390013972397687,0.38839306146929603,0.004383248619617726,0.003669805643014779,48.77427027622199,0.6541185493940879,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA03_clean,AA03,clean,True
F51,11792,0.03271014202269598,-0.0005903047253816682,0.28706249883295515,0.19597715555343892,0.002643520762428226,0.0018047278267741005,12.373703466830287,0.32708795011867303,0.14733112439663107,0.004930001378860443,0.25720032747960553,0.18433303961927805,0.002368523957534857,0.001697498695984754,62.20377206991491,2.904274030090166,711.6464864123344,True,False,True,False,True,True,False,False,False,False,AA03_clean,AA03,clean,False
F52,6019,-0.013459296796133755,0.005806559771619916,0.2886615054450705,0.19089485820759303,0.003720717531288139,0.002460549232120982,3.617392796672219,2.359863275978708,0.18810555027721954,-0.0047634444632805055,0.2324106985334149,0.17479763005074173,0.002995669821505694,0.002253063170146782,62.792484314133546,2.114208126250707,654.8380885051354,True,False,True,False,True,False,False,False,False,False,AA03_clean,AA03,clean,False
G96,14710,0.06918514463702595,0.005511613198013135,0.3269040817103938,0.1974300554124622,0.002695342795094349,0.0016278220651355629,25.668402832821922,3.385881857765661,0.17042889701907646,-0.0037483229565456115,0.2970567538764879,0.18264020769986083,0.0024492498750885126,0.0015058789273682646,69.58411991872303,2.4891263755820883,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA03_clean,AA03,clean,False
T09,76,0.08360045162626162,0.016982938794605756,0.30935687163603115,0.24884044913848544,0.03548566686714063,0.028543957127892917,2.3558934918502206,0.5949749265146622,0.010551059037390339,0.0070960821519297675,0.29775877958053276,0.27599566274128084,0.03415527446693538,0.0316588737564415,0.30891448545098005,0.22414196432006547,490.29880288748876,False,False,False,False,False,False,False,False,False,False,AA03_clean,AA03,clean,False
V00,470,0.08086898018861256,0.03281055202839717,0.4770323026229331,0.36958649247487724,0.022003859320376757,0.017047753668700347,3.6752180156743477,1.9246261217768124,0.29357590953685203,-0.03935260456348319,0.39890915496302315,0.3531791779133119,0.018400307231090974,0.016290940682550808,15.954946069639382,2.4156127832221306,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA03_clean,AA03,clean,False
W68,4780,-0.04357551223087655,-0.011913695261866229,0.3762656113969746,0.4073218712474821,0.005442276211275931,0.005891471511287819,8.006854216732295,2.0221934773069976,0.26397264229041467,0.0648059962601282,0.31973552111662634,0.36524029003266856,0.004624629431354193,0.005282806830165442,57.079739297753356,12.26734165066919,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA03_clean,AA03,clean,False
W84,354,-0.023686315279862043,0.019282192859809227,0.2926125716628743,0.22379993508064022,0.015552182717370105,0.011894832346847142,1.5230219262667863,1.6210562955029952,0.1438594453814012,0.012474278598294315,0.27042388330302064,0.20640911421159608,0.014372867236595735,0.01097052064614538,10.009098603172989,1.1370726149334853,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA03_clean,AA03,clean,False
691,3214,0.05441018712300417,0.021221808472323776,0.4288268680358631,0.36505634269791737,0.007564131179916456,0.006439274845056237,7.193183966384506,3.2956829740878124,0.008164347672699456,-0.008442513253290465,0.4346615351838896,0.362631887156912,0.007667049609213965,0.0063965095681601395,1.064861725022342,1.3198625224160851,716.8270511350477,True,True,False,False,False,False,False,True,False,True,AA03_constant,AA03,constant,False
703,11201,0.6212753223753701,0.01016446149263685,0.492397861766308,0.3930707406815465,0.004652514761418463,0.003714003583895571,133.53537908732073,2.736793668350604,0.03014593373187435,-0.0016392218147936203,0.7533155106006997,0.46332829591805025,0.007117844745513182,0.00437784544475674,4.235261488511279,0.3744357436731542,941.5147765161167,True,False,True,False,False,False,False,False,False,False,AA03_constant,AA03,constant,True
F51,11792,-0.027297667491816138,-0.0008498322931833347,0.2830141109782947,0.1924833888009708,0.002606239691610318,0.0017725541886751534,10.473966603950277,0.47943938674084674,0.18361942157613584,0.0064791574485032685,0.23284686715315603,0.17290013591161027,0.0021442561473134876,0.0015922145907848978,85.63315619087318,4.069274007412094,711.6464864123344,True,False,True,True,True,True,False,False,True,False,AA03_constant,AA03,constant,False
F52,6019,-0.03886955800775207,0.005118713391276902,0.2885077653573568,0.18869805812783988,0.003718735890408326,0.0024322334629058584,10.452357777815756,2.104532097490933,0.20270872596482434,-0.005290607750627824,0.22551227127333365,0.16852166549439127,0.002906752183508464,0.0021721687976375263,69.73718885115068,2.435633803589272,654.8380885051354,True,False,True,False,True,True,False,False,False,False,AA03_constant,AA03,constant,False
G96,14710,-0.00111407410540376,0.010194682238535745,0.32449875227006386,0.19197577160077922,0.002675510716697221,0.0015828511840829266,0.4163968017212903,6.440707971193355,0.2095276374875848,-0.004567291501025262,0.26304476591047565,0.17070761833677148,0.0021688190948077044,0.0014074940476251133,96.60908924548282,3.244981041825168,768.1307070317077,False,True,True,True,True,False,True,False,False,False,AA03_constant,AA03,constant,False
