stn,n_obs,mean_ra_arcsec,mean_dec_arcsec,std_ra_arcsec,std_dec_arcsec,sem_ra_arcsec,sem_dec_arcsec,snr_ra,snr_dec,mean_at_arcsec,mean_ct_arcsec,std_at_arcsec,std_ct_arcsec,sem_at_arcsec,sem_ct_arcsec,snr_at,snr_ct,mean_speed_arcsec_per_day,detected_ra,detected_dec,detected_at,detected_ct,at_better_than_ra,ct_better_than_dec,at_gains_detection,at_loses_detection,ct_gains_detection,ct_loses_detection,scenario,target_station,applied_bias,is_target
F52,1564,-0.02427164510904483,0.004992827065626516,0.28105243225926096,0.2021042148604087,0.007106716217472165,0.005110424733997718,3.415310864583555,0.9769886703175826,0.179588499412032,-0.012162514631734787,0.23020483279540538,0.18717923767928976,0.00582097940023669,0.004733030464445138,30.85193866254357,2.5697097711710213,716.4715656463682,True,False,True,False,True,True,False,False,False,False,AA04_mag_dep,AA04,mag_dep,False
G96,3347,0.08554783475383963,-0.010916688434332815,0.331368496646011,0.21815309187679327,0.005727740864220361,0.0037708001564601044,14.935702711034585,2.8950588685084337,0.17384714573968324,-0.012260796935228956,0.30614288031969294,0.20181670686724845,0.005291713315072426,0.0034884239470741986,32.8527143079564,3.514709542546369,842.4066019222986,True,False,True,True,True,True,False,False,True,False,AA04_mag_dep,AA04,mag_dep,False
T09,37,0.08605475679455886,0.011224468727493825,0.2971021715343958,0.21746360473572118,0.04884329612647722,0.03575079639432507,1.7618540028855643,0.31396415911102754,0.048361936567755275,0.005329182922132807,0.2859850942638919,0.24306424350848663,0.04701565988141097,0.03995951548293797,1.0286346440683818,0.13336455304139705,513.5960375072281,False,False,False,False,False,False,False,False,False,False,AA04_mag_dep,AA04,mag_dep,False
V00,72,0.040676576767499376,0.0721878936296827,0.44667202617802204,0.3514266066046726,0.05264080311280241,0.04141602276992353,0.772719532419267,1.742994348605241,0.2301668027359529,-0.12026900119797206,0.3862353140607329,0.3352759282399547,0.04551826828434336,0.03951264707118105,5.056580828122628,3.0438102762720614,762.6979556933921,False,False,True,True,True,True,True,False,True,False,AA04_mag_dep,AA04,mag_dep,False
W68,1306,0.010744117281872554,-0.048542881505147524,0.42467675346635725,0.629060540961686,0.011751326696295476,0.017406876802769825,0.9142897274109112,2.78871862282746,0.3324821018120402,0.17114627779993072,0.3901943115351831,0.535114099909208,0.010797155230323378,0.014807263539856928,30.793490944566354,11.55826512706104,1450.2156077739394,False,False,True,True,True,True,True,False,True,False,AA04_mag_dep,AA04,mag_dep,False
W84,74,-0.0020056385108072443,0.0028020943521824705,0.29743481466798327,0.22231182722578374,0.03457609488535856,0.025843224979821278,0.05800650760177498,0.10842665164159589,0.1879783713171732,0.03886486471592591,0.2604927996316729,0.18081610980837975,0.03028167286694881,0.02101944581206729,6.20766138459754,1.8489956901534266,652.6674430309745,False,False,True,False,True,True,True,False,False,False,AA04_mag_dep,AA04,mag_dep,False
691,3214,0.1995948463448205,0.032523374761957026,0.4522565322737588,0.3675011793010506,0.007977409980772792,0.006482399626076288,25.020006095447687,5.017181389300277,-0.10706401068378486,-0.07646479966987754,0.4652238367793486,0.38308421395708053,0.008206141899506018,0.006757270738652044,13.046814446412357,11.315929556069692,716.8270511350477,True,True,True,True,False,True,False,False,False,False,AA04_seasonal,AA04,seasonal,True
703,11201,0.11932827134093846,0.011210845744620121,0.49251181404740196,0.39318457048944483,0.004653591461199378,0.003715079126465225,25.64218890632565,3.0176600182636943,0.21395719069049388,0.002230835046943047,0.4637172680267781,0.38820592943494847,0.004381520721637807,0.003668037490429767,48.831719460753106,0.6081821826422146,941.5147765161167,True,True,True,False,True,False,False,False,False,True,AA04_seasonal,AA04,seasonal,False
F51,11792,0.030850176131919538,5.076433428966936e-05,0.28731140707897507,0.19595043856859398,0.0026458129256991805,0.0018044817935777262,11.659999024219406,0.028132361584551912,0.14740785196768044,0.005958848835379752,0.2572360409733923,0.18423025110584734,0.0023688528383977634,0.0016965521300957998,62.22752615877298,3.5123287576452316,711.6464864123344,True,False,True,True,True,True,False,False,True,False,AA04_seasonal,AA04,seasonal,False
F52,6019,-0.01483452499427457,0.005536692658841674,0.2883741556071686,0.19115775056847875,0.0037170137205640662,0.0024639377969193294,3.9909793478038047,2.247091085564019,0.18904951598448777,-0.004755854929091256,0.23171668742005563,0.17461613769178358,0.0029867243290597817,0.00225072381491918,63.29660697008498,2.1130335483929783,654.8380885051354,True,False,True,False,True,False,False,False,False,False,AA04_seasonal,AA04,seasonal,False
G96,14710,0.06600016121596144,0.005965762913637278,0.32825190180989666,0.19752715453495515,0.0027064556486729,0.0016286226529375017,24.386197220089073,3.66307253732287,0.1722175383529099,-0.0034575602694582423,0.29727116837414863,0.1819758171280499,0.002451017734848507,0.0015004009892174474,70.26368512325529,2.304424146815296,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA04_seasonal,AA04,seasonal,False
T09,76,0.0991040072847194,0.008459752290205923,0.29910549122761454,0.2542484913282264,0.034309752887349027,0.029164302111774107,2.8885083378511256,0.2900721662319697,-0.0073194289490393855,0.00932516541566912,0.29587998569665763,0.2764852589080468,0.03393976202810501,0.03171503428839091,0.21565940689207766,0.29402980715308696,490.29880288748876,False,False,False,False,False,True,False,False,False,False,AA04_seasonal,AA04,seasonal,False
V00,470,0.07779265517130186,0.036743779138936165,0.47684005679819946,0.3708874341540131,0.021994991681730254,0.017107761633641763,3.5368349439258457,2.1477841418295727,0.2930124528098631,-0.04192984462785008,0.3985088596509562,0.3545997482792169,0.018381842985200503,0.016356466707338226,15.940319642909136,2.5635025814614667,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA04_seasonal,AA04,seasonal,False
W68,4780,-0.04391450588138706,-0.011862387159315885,0.3765450038353703,0.4073546728742335,0.005446317321531651,0.005891945951437418,8.063155943516916,2.0133224671590715,0.2643017437112317,0.0645107201955035,0.31981255773348827,0.36535051340988295,0.004625743682921824,0.005284401092424789,57.137135524181716,12.207763768722984,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA04_seasonal,AA04,seasonal,False
W84,354,-0.019927265016992383,0.023356816987424596,0.29410955877824707,0.22605269005503648,0.01563174668487677,0.012014564922861135,1.2747945203251916,1.9440418473232928,0.1384287913059176,0.010433419874921508,0.2763388373960192,0.20701793561636914,0.014687243499708432,0.011002879138726433,9.425103581122329,0.9482445224904252,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA04_seasonal,AA04,seasonal,False
691,3214,0.15095899671534227,0.016311422840451634,0.4335865312866445,0.36887706250263036,0.007648087479963697,0.006506669003302256,19.738136770901427,2.5068776100602754,-0.07568982185298041,-0.009612457119460282,0.4500548490807484,0.37250086783761943,0.007938574213403955,0.006570589762395285,9.534435254781807,1.4629519521176277,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA04_step,AA04,step,True
703,11201,0.12127532056768006,0.01016446149263685,0.492397860864545,0.3930707406815465,0.0046525147528979835,0.003714003583895571,26.066617089637262,2.736793668350604,0.21378975286111193,0.002400487943767065,0.46390013972397687,0.38839306146929603,0.004383248619617726,0.003669805643014779,48.77427027622199,0.6541185493940879,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA04_step,AA04,step,False
F51,11792,0.03271014202269598,-0.0005903047253816682,0.28706249883295515,0.19597715555343892,0.002643520762428226,0.0018047278267741005,12.373703466830287,0.32708795011867303,0.14733112439663107,0.004930001378860443,0.25720032747960553,0.18433303961927805,0.002368523957534857,0.001697498695984754,62.20377206991491,2.904274030090166,711.6464864123344,True,False,True,False,True,True,False,False,False,False,AA04_step,AA04,step,False
F52,6019,-0.013459296796133755,0.005806559771619916,0.2886615054450705,0.19089485820759303,0.003720717531288139,0.002460549232120982,3.617392796672219,2.359863275978708,0.18810555027721954,-0.0047634444632805055,0.2324106985334149,0.17479763005074173,0.002995669821505694,0.002253063170146782,62.792484314133546,2.114208126250707,654.8380885051354,True,False,True,False,True,False,False,False,False,False,AA04_step,AA04,step,False
G96,14710,0.06918514463702595,0.005511613198013135,0.3269040817103938,0.1974300554124622,0.002695342795094349,0.0016278220651355629,25.668402832821922,3.385881857765661,0.17042889701907646,-0.0037483229565456115,0.2970567538764879,0.18264020769986083,0.0024492498750885126,0.0015058789273682646,69.58411991872303,2.4891263755820883,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA04_step,AA04,step,False
T09,76,0.08360045162626162,0.016982938794605756,0.30935687163603115,0.24884044913848544,0.03548566686714063,0.028543957127892917,2.3558934918502206,0.5949749265146622,0.010551059037390339,0.0070960821519297675,0.29775877958053276,0.27599566274128084,0.03415527446693538,0.0316588737564415,0.30891448545098005,0.22414196432006547,490.29880288748876,False,False,False,False,False,False,False,False,False,False,AA04_step,AA04,step,False
V00,470,0.08086898018861256,0.03281055202839717,0.4770323026229331,0.36958649247487724,0.022003859320376757,0.017047753668700347,3.6752180156743477,1.9246261217768124,0.29357590953685203,-0.03935260456348319,0.39890915496302315,0.3531791779133119,0.018400307231090974,0.016290940682550808,15.954946069639382,2.4156127832221306,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA04_step,AA04,step,False
W68,4780,-0.04357551223087655,-0.011913695261866229,0.3762656113969746,0.4073218712474821,0.005442276211275931,0.005891471511287819,8.006854216732295,2.0221934773069976,0.26397264229041467,0.0648059962601282,0.31973552111662634,0.36524029003266856,0.004624629431354193,0.005282806830165442,57.079739297753356,12.26734165066919,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA04_step,AA04,step,False
W84,354,-0.023686315279862043,0.019282192859809227,0.2926125716628743,0.22379993508064022,0.015552182717370105,0.011894832346847142,1.5230219262667863,1.6210562955029952,0.1438594453814012,0.012474278598294315,0.27042388330302064,0.20640911421159608,0.014372867236595735,0.01097052064614538,10.009098603172989,1.1370726149334853,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA04_step,AA04,step,False
691,3214,0.16231107776408898,0.016311422840451634,0.4447363838495425,0.36887706250263036,0.007844761134785706,0.006506669003302256,20.69037858200163,2.5068776100602754,-0.08036979600852737,-0.009260808477850706,0.45963504465740745,0.3777148277413693,0.008107560490786751,0.006662559458369396,9.912944356056029,1.3899776108140294,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA04_timing,AA04,timing,True
703,11201,0.1209731468327814,0.010103610613543154,0.49244531731112745,0.3931709612585345,0.004652963154151103,0.003714950537060968,25.999162861381397,2.719716053483847,0.21394907017041842,0.002479962218894631,0.46379677623631194,0.3884940092053333,0.004382271970063588,0.0036707594668806266,48.82149524994314,0.6755992162575767,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA04_timing,AA04,timing,False
F51,11792,0.032320412305295955,-0.0005766169548255826,0.2870974433528876,0.1960726724251519,0.0026438425619121366,0.0018056074290717255,12.224787047047345,0.3193479078240308,0.14759807443400924,0.004907587608344724,0.25703512536780626,0.18443769649573089,0.0023670026330347435,0.001698462467382825,62.3565315788319,2.8894295297009815,711.6464864123344,True,False,True,False,True,True,False,False,False,False,AA04_timing,AA04,timing,False
F52,6019,-0.013733214777205495,0.005786478450404198,0.2886832029205184,0.19109498132343988,0.0037209972020296853,0.0024631287294612984,3.6907350453567833,2.3492391531114722,0.188182827201844,-0.004704494889676457,0.23239975920620132,0.175005599913829,0.0029955288184769693,0.0022557438085449477,62.82123745266543,2.0855625855451465,654.8380885051354,True,False,True,False,True,False,False,False,False,False,AA04_timing,AA04,timing,False
G96,14710,0.06745330860311065,0.005376258250252864,0.32679750723875267,0.19763972437660007,0.0026944640824983607,0.0016295507977010515,25.03403516908884,3.2992271599250644,0.17131263032533822,-0.0037506580619903625,0.2961511433407998,0.18266815550033444,0.002441783064580191,0.001506109358576866,70.15882484007298,2.490295967309032,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA04_timing,AA04,timing,False
T09,76,0.08086578193355395,0.01910380564461717,0.3087066849529825,0.24982482829152117,0.03541108533961839,0.0286568731607932,2.2836290149819343,0.6666395715061465,0.011834686908790689,0.010079496708847547,0.29843201647523376,0.2745942498267267,0.03423250003506866,0.03149812067031744,0.345714946225573,0.32000311429202377,490.29880288748876,False,False,False,False,False,False,False,False,False,False,AA04_timing,AA04,timing,False
V00,470,0.07999205218700967,0.03277706124555997,0.47733259367037995,0.36947069035928537,0.022017710713514826,0.017042412115420884,3.6330776268174536,1.9232642083512073,0.2940376363306557,-0.03898042353730821,0.3989725151171008,0.35284520101838224,0.01840322981706508,0.016275535477134145,15.977501734939938,2.3950317083006367,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA04_timing,AA04,timing,False
W68,4780,-0.043927970178183964,-0.011901965068503415,0.376325675959798,0.40732690623792145,0.005443144980388741,0.00589154433699355,8.070328888253623,2.020177459035635,0.26418598250031966,0.064615983484798,0.319681179580111,0.36527658893092524,0.0046238434396438065,0.005283331854575046,57.135581242921795,12.230158025913981,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA04_timing,AA04,timing,False
W84,354,-0.023981851114938613,0.01923530102390517,0.29276634348302694,0.22372966274756273,0.01556035559740122,0.01189109741448321,1.541214849803554,1.6176220203592657,0.14408133382369157,0.012567118189947766,0.27050984859423916,0.20630729478070128,0.014377436240274507,0.010965109004449823,10.021350915129542,1.146100616496181,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA04_timing,AA04,timing,False
691,3214,4.237708174070677,0.016311422840451634,36.74152037989327,0.36887706250263036,0.6480883093357016,0.006506669003302256,6.5387820039747035,2.5068776100602754,-1.760480517722834,0.1169810537877381,31.55639320455707,19.212483412600992,0.5566271974925123,0.3388914166934362,3.1627641007364105,0.34518741999759783,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA04_trailing,AA04,trailing,True
703,11201,-0.08101898129022522,-0.009474240292575023,0.7080448825410017,0.44840127184231404,0.006690096614051168,0.004236804621371988,12.110285690054395,2.2361758776374767,0.3253022374172907,0.023608098120902147,0.6344203199635037,0.44738657434505036,0.005994440944536185,0.004227217059258174,54.26731874200834,5.584784928230084,941.5147765161167,True,False,True,True,True,True,False,False,True,False,AA04_trailing,AA04,trailing,False
F51,11792,-0.14542214577330392,-0.014551469641582136,0.6174557880974784,0.25302032575316913,0.005686069069812549,0.002330030871897605,25.575163436784987,6.245183193530497,0.2792398344865218,0.02335929158768993,0.5484074067486496,0.2955316408790996,0.005050211615600436,0.0027215119766410057,55.29269974033,8.583203670674585,711.6464864123344,True,True,True,True,True,True,False,False,False,False,AA04_trailing,AA04,trailing,False
F52,6019,-0.08749900964569089,-0.0043775311536935315,0.3249359580794071,0.24565833895751127,0.004188278980627772,0.00316642597376139,20.891399558244295,1.382483339249985,0.2327741000488976,0.007926300981919848,0.2642738405449704,0.22251208156952446,0.003406371452474905,0.0028680810818285164,68.33491393892912,2.7636251402162295,654.8380885051354,True,False,True,False,True,True,False,False,False,False,AA04_trailing,AA04,trailing,False
G96,14710,-0.1413353822346864,-0.005549300403654392,0.5557688240244426,0.2423310991128941,0.004582345646266406,0.001998033730884635,30.843457291320515,2.777380740813331,0.31484584964444895,0.0026060091238844806,0.48766151468036734,0.22506887737037393,0.004020796996970423,0.0018557057282558949,78.30433863775714,1.4043224010165483,768.1307070317077,True,False,True,False,True,False,False,False,False,False,AA04_trailing,AA04,trailing,False
T09,76,-0.3417282664538187,0.027710139551052896,0.8797847117185984,0.23895242365796487,0.10091822764351142,0.027409722816820695,3.38618973433577,1.0109602251814032,0.050066437088811394,0.28977301180879017,0.34188602221738795,0.8635500223896837,0.03921701634354462,0.09905598106023465,1.2766508459038513,2.9253459377943365,490.29880288748876,True,False,False,False,False,True,False,True,False,False,AA04_trailing,AA04,trailing,False
V00,470,0.031147065570284335,0.01909903637876455,0.4838779442886228,0.3695052206146932,0.022319625224155835,0.01704400487733263,1.3955012800382882,1.1205721024032897,0.3251606485585372,-0.04380170057096427,0.3800584137954464,0.3459592045896307,0.017530787380012753,0.01595790814693921,18.54797742452003,2.744827214672595,871.7454556161142,False,False,True,False,True,True,True,False,False,False,AA04_trailing,AA04,trailing,False
W68,4780,-0.06052705359934557,-0.003829879596885289,0.38152361940252866,0.43214534349444167,0.005518327625544386,0.006250516261588863,10.968368989033076,0.612730122857363,0.2778408497415836,0.06582789757829574,0.3288068360471716,0.3825297201376263,0.0047558362170825146,0.005532879787450547,58.4210298797939,11.897583194849798,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA04_trailing,AA04,trailing,False
W84,354,-0.1453822629232686,0.11071315302689468,0.29772457865482416,0.3268804381524199,0.015823882823553084,0.01737349927240134,9.187521453765706,6.372530443695242,0.26679837444458493,0.026121029544786484,0.24044488854231902,0.3147979416047194,0.012779501642110351,0.016731321826217227,20.877056235545584,1.561205373735386,646.7304445115977,True,True,True,False,True,False,False,False,False,True,AA04_trailing,AA04,trailing,False
691,3214,0.15095899671534227,0.016311422840451634,0.4335865312866445,0.36887706250263036,0.007648087479963697,0.006506669003302256,19.738136770901427,2.5068776100602754,-0.07568982185298041,-0.009612457119460282,0.4500548490807484,0.37250086783761943,0.007938574213403955,0.006570589762395285,9.534435254781807,1.4629519521176277,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA05_clean,AA05,clean,False
703,11201,0.12127532056768006,0.01016446149263685,0.492397860864545,0.3930707406815465,0.0046525147528979835,0.003714003583895571,26.066617089637262,2.736793668350604,0.21378975286111193,0.002400487943767065,0.46390013972397687,0.38839306146929603,0.004383248619617726,0.003669805643014779,48.77427027622199,0.6541185493940879,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA05_clean,AA05,clean,False
F51,11792,0.03271014202269598,-0.0005903047253816682,0.28706249883295515,0.19597715555343892,0.002643520762428226,0.0018047278267741005,12.373703466830287,0.32708795011867303,0.14733112439663107,0.004930001378860443,0.25720032747960553,0.18433303961927805,0.002368523957534857,0.001697498695984754,62.20377206991491,2.904274030090166,711.6464864123344,True,False,True,False,True,True,False,False,False,False,AA05_clean,AA05,clean,False
F52,6019,-0.013459296796133755,0.005806559771619916,0.2886615054450705,0.19089485820759303,0.003720717531288139,0.002460549232120982,3.617392796672219,2.359863275978708,0.18810555027721954,-0.0047634444632805055,0.2324106985334149,0.17479763005074173,0.002995669821505694,0.002253063170146782,62.792484314133546,2.114208126250707,654.8380885051354,True,False,True,False,True,False,False,False,False,False,AA05_clean,AA05,clean,False
G96,14710,0.06918514463702595,0.005511613198013135,0.3269040817103938,0.1974300554124622,0.002695342795094349,0.0016278220651355629,25.668402832821922,3.385881857765661,0.17042889701907646,-0.0037483229565456115,0.2970567538764879,0.18264020769986083,0.0024492498750885126,0.0015058789273682646,69.58411991872303,2.4891263755820883,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA05_clean,AA05,clean,False
T09,76,0.08360045162626162,0.016982938794605756,0.30935687163603115,0.24884044913848544,0.03548566686714063,0.028543957127892917,2.3558934918502206,0.5949749265146622,0.010551059037390339,0.0070960821519297675,0.29775877958053276,0.27599566274128084,0.03415527446693538,0.0316588737564415,0.30891448545098005,0.22414196432006547,490.29880288748876,False,False,False,False,False,False,False,False,False,False,AA05_clean,AA05,clean,False
V00,470,0.08086898018861256,0.03281055202839717,0.4770323026229331,0.36958649247487724,0.022003859320376757,0.017047753668700347,3.6752180156743477,1.9246261217768124,0.29357590953685203,-0.03935260456348319,0.39890915496302315,0.3531791779133119,0.018400307231090974,0.016290940682550808,15.954946069639382,2.4156127832221306,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA05_clean,AA05,clean,False
W68,4780,-0.04357551223087655,-0.011913695261866229,0.3762656113969746,0.4073218712474821,0.005442276211275931,0.005891471511287819,8.006854216732295,2.0221934773069976,0.26397264229041467,0.0648059962601282,0.31973552111662634,0.36524029003266856,0.004624629431354193,0.005282806830165442,57.079739297753356,12.26734165066919,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA05_clean,AA05,clean,False
W84,354,-0.023686315279862043,0.019282192859809227,0.2926125716628743,0.22379993508064022,0.015552182717370105,0.011894832346847142,1.5230219262667863,1.6210562955029952,0.1438594453814012,0.012474278598294315,0.27042388330302064,0.20640911421159608,0.014372867236595735,0.01097052064614538,10.009098603172989,1.1370726149334853,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA05_clean,AA05,clean,True
691,3214,0.14529326561667627,0.016197516658341248,0.435820803421735,0.3683024492497873,0.007687498087789799,0.006496533327704009,18.899941692011392,2.493255378105747,-0.07043445989829496,-0.009100063356023898,0.45168966888504336,0.3713443956615531,0.007967411006004782,0.006550190603905622,8.840319627694713,1.389282221894106,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA05_constant,AA05,constant,False
703,11201,0.10827019288475627,0.009710272578818823,0.49314757542987164,0.3931168255663283,0.0046595985734278296,0.0037144390256863952,23.235948586255017,2.61419625188879,0.21797685876811979,0.0027176034634730285,0.46002822005923316,0.3878111082145685,0.004346664050930473,0.0036643069471058182,50.14808050819073,0.741641871901445,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA05_constant,AA05,constant,False
F51,11792,0.026945780369026,-0.00042720034053126576,0.28703195467092335,0.19553065260460945,0.0026432394852609533,0.001800616039896627,10.194225880507298,0.2372523242410921,0.15086798373814655,0.005304006969519752,0.2548457753467459,0.1832737979462836,0.002346841196900017,0.001687744278858261,64.28555282625457,3.1426603164715505,711.6464864123344,True,False,True,True,True,True,False,False,True,False,AA05_constant,AA05,constant,False
F52,6019,-0.01906658414804935,0.005234615928971122,0.28888703492940687,0.1903289301132067,0.0037236245053403213,0.002453254672429051,5.120436854120111,2.133743384981776,0.19086002106554503,-0.004306045011600267,0.23124051758326755,0.17363035036459518,0.002980586713111038,0.0022380174577457967,64.03437961592859,1.9240444245405728,654.8380885051354,True,False,True,False,True,False,False,False,False,False,AA05_constant,AA05,constant,False
G96,14710,0.061117396077475135,0.0045723642830639444,0.32647890314908773,0.19696958226872846,0.00269183717361098,0.0016240254378074384,22.704715083300844,2.8154511478816455,0.17492112934922485,-0.0034396003814777094,0.29260860868789,0.18141355329977654,0.002412574664357304,0.0014957650918907774,72.50392368512368,2.2995592022606672,768.1307070317077,True,False,True,False,True,False,False,False,False,False,AA05_constant,AA05,constant,False
T09,76,0.08309953695745105,0.017402055412864777,0.309247037532716,0.24908987858216647,0.035473068031432596,0.02857256864732842,2.3426092404473375,0.6090476368316258,0.010779161798678332,0.007715206311963961,0.29793099653047544,0.2757590209645295,0.034175029105913406,0.031631729083002574,0.3154104643268082,0.24390719494716953,490.29880288748876,False,False,False,False,False,False,False,False,False,False,AA05_constant,AA05,constant,False
V00,470,0.08024009085925139,0.033044874121040506,0.47707660801806956,0.3695437606194627,0.02200590297586163,0.017045782595190503,3.6462984930573903,1.9385953057012573,0.29368430031810167,-0.03977976400333853,0.3986824753643922,0.3531901501686378,0.018389851280892947,0.016291446794948837,15.969911655742406,2.4417575985745015,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA05_constant,AA05,constant,False
W68,4780,-0.04563486384409497,-0.012030728809516293,0.37669924141501854,0.4072222988822104,0.005448548201753439,0.005890031304427546,8.375600647051057,2.0425577026174335,0.2652387829089377,0.06439312763677686,0.3193741927534974,0.3653033178072341,0.004619403206327103,0.005283718458939844,57.41840905891166,12.187085314477008,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA05_constant,AA05,constant,False
W84,354,0.47631368022855475,0.019282192859809227,0.2926125676266621,0.22379993508064022,0.015552182502847848,0.011894832346847142,30.626806246733167,1.6210562955029952,-0.14091845923501595,-0.1519344489925014,0.47340820127937155,0.31051529030137875,0.025161362016533084,0.016503701477556768,5.600589472955436,9.206083204977723,646.7304445115977,True,False,True,True,False,True,False,False,True,False,AA05_constant,AA05,constant,True
691,3214,0.15120240689874997,0.016585667544149987,0.43363622331269913,0.368772370606892,0.0076489640038750716,0.006504822329756668,19.767697536836195,2.549749509418257,-0.07596661456356799,-0.009965218357263548,0.4500624906908576,0.3724910524982182,0.007938709004727913,0.006570416628386339,9.569139581552356,1.5166798273050996,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA05_dcr,AA05,dcr,False
703,11201,0.11923305701436654,0.010140023168525365,0.492329742671945,0.39303819123128964,0.004651871125211511,0.003713696034229833,25.63120383283302,2.7304397223313024,0.2146273937673827,0.0023352734066626746,0.4629347791941493,0.3883309545563218,0.004374127227215651,0.0036692188140461024,49.06747852051018,0.6364497526620752,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA05_dcr,AA05,dcr,False
F51,11792,0.03302058999717452,-0.0009235062012252429,0.28721405133712924,0.19575336737208354,0.0026449163894885735,0.0018026669908718003,12.484549654728196,0.5122999455260562,0.14713992921191052,0.005193921777723112,0.2575075331705148,0.1841044891776454,0.002371352974301437,0.0016953940050544712,62.0489361164192,3.0635485098086312,711.6464864123344,True,False,True,True,True,True,False,False,True,False,AA05_dcr,AA05,dcr,False
F52,6019,-0.013917142023538644,0.005880806102406318,0.28862020649607895,0.19067747014816913,0.00372018520633092,0.0024577471973898733,3.740980959726089,2.3927628149273175,0.1884656887576835,-0.004838584971150384,0.2320870478896263,0.1745703246903331,0.0029914981096506614,0.002250133305847335,63.000437188874564,2.1503548072358822,654.8380885051354,True,False,True,False,True,False,False,False,False,False,AA05_dcr,AA05,dcr,False
G96,14710,0.06941163470983452,0.005807966279222392,0.3269085328607166,0.1973126189444634,0.002695379495082583,0.0016268537947602107,25.75208234553548,3.5700603815344416,0.1701780791022986,-0.003914639918340896,0.29721782854115175,0.18258473442298387,0.0024505779448837947,0.0015054215470371034,69.44405888316618,2.6003612915236247,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA05_dcr,AA05,dcr,False
T09,76,0.08379683858161154,0.01687748595586167,0.30941361440832504,0.24878415338421295,0.035492175709514455,0.028537499562002806,2.360994695491377,0.5914143220288912,0.01049959612584828,0.007119954422564888,0.2977222710624391,0.2761030444369278,0.034151086652699884,0.031671191281697056,0.30744544771368826,0.22480854475087417,490.29880288748876,False,False,False,False,False,False,False,False,False,False,AA05_dcr,AA05,dcr,False
V00,470,0.07974429563129236,0.0334628359460441,0.47666627515722204,0.3695894461330998,0.021986975732371048,0.017047889910794756,3.626887872254582,1.9628725972036791,0.29322781626874767,-0.04004800909063457,0.39860855530231387,0.3530439493186496,0.01838644160268461,0.016284703052611114,15.94804598981966,2.459240979786439,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA05_dcr,AA05,dcr,False
W68,4780,-0.04372740035631589,-0.011897881437373397,0.3762937060442845,0.4073274103045904,0.005442682570045075,0.005891551627774206,8.034163262979666,2.019481825684747,0.26407571215881187,0.06475716625220182,0.3197105545885838,0.36524904728103447,0.004624268317456115,0.0052829334943170795,57.10648561675249,12.257804555340693,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA05_dcr,AA05,dcr,False
W84,354,0.03508342136228218,0.16452421763463723,0.33669959662518234,0.23261748354808015,0.017895381657123878,0.012363479760406958,1.9604734916796818,13.307274393857359,0.11808532365301153,-0.0783229473372426,0.33556881520489357,0.25122660396420937,0.017835281302713953,0.01335254335147721,6.620883721920482,5.865769934278298,646.7304445115977,False,True,True,True,True,False,True,False,False,False,AA05_dcr,AA05,dcr,True
691,3214,0.150591817291761,0.016568116118411785,0.4337977588471531,0.3688198415062202,0.0076518133495292375,0.006505659674933737,19.68053981622877,2.5467234602278115,-0.0754124226559801,-0.00986372493645182,0.4502510768942316,0.37236534947096167,0.007942035500540961,0.006568199336843401,9.495351997714375,1.5017395834993355,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA05_epoch,AA05,epoch,False
